xy,z,val
49.7956 32.3333,17.8809,0.000480933
49.7956 32.3333,17.8211,0.000211075
49.7956 32.3333,17.7612,5.3093e-05
49.7956 32.3333,17.7013,0.000319231
49.7956 32.3333,17.6414,0.000321797
49.7956 32.3333,17.5816,2.50161e-05
49.7956 32.3333,17.5217,0.000525066
49.7956 32.3333,17.4618,0.000524312
49.7956 32.3333,17.4019,2.16517e-05
49.7956 32.3333,17.342,0.000281761
49.7956 32.3333,17.2822,0.00028152
49.7956 32.3333,17.2223,2.28797e-05
49.7956 32.3333,17.1624,1.46879e-05
49.7956 32.3333,17.1025,8.33938e-06
49.7956 32.3333,17.0427,2.08477e-05
49.7956 32.3333,16.9828,6.51433e-05
49.7956 32.3333,16.9229,5.62853e-05
49.7956 32.3333,16.863,1.075e-05
49.7956 32.3333,16.8032,0.000135173
49.7956 32.3333,16.7433,0.000158883
49.7956 32.3333,16.6834,0.00020719
49.7956 32.3333,16.6235,0.000896597
49.7956 32.3333,16.5637,0.000743205
49.7956 32.3333,16.5038,4.02258e-05
49.7956 32.3333,16.4439,3.95148e-05
49.7956 32.3333,16.384,2.43468e-05
49.7956 32.3333,16.3242,1.23527e-05
49.7956 32.3333,16.2643,8.16224e-06
49.7956 32.3333,16.2044,7.95102e-06
49.7956 32.3333,16.1445,0.000196625
49.7956 32.3333,16.0846,0.000586331
49.7956 32.3333,16.0248,0.000425455
49.7956 32.3333,15.9649,0.000426495
49.7956 32.3333,15.905,0.000497723
49.7956 32.3333,15.8451,0.000172164
49.7956 32.3333,15.7853,9.50448e-05
49.7956 32.3333,15.7254,1.92883e-05
49.7956 32.3333,15.6655,1.12342e-05
49.7956 32.3333,15.6056,1.47721e-05
49.7956 32.3333,15.5458,8.05689e-06
49.7956 32.3333,15.4859,0.000260024
49.7956 32.3333,15.426,0.000513029
49.7956 32.3333,15.3661,0.000293762
49.7956 32.3333,15.3063,0.000472083
49.7956 32.3333,15.2464,0.000808383
49.7956 32.3333,15.1865,0.000514491
49.7956 32.3333,15.1266,0.000318188
49.7956 32.3333,15.0667,0.000191988
49.7956 32.3333,15.0069,1.7858e-05
49.7956 32.3333,14.947,0.000101717
49.7956 32.3333,14.8871,0.000281848
49.7956 32.3333,14.8272,0.000254787
49.7956 32.3333,14.7674,0.000162313
49.7956 32.3333,14.7075,0.000150919
49.7956 32.3333,14.6476,0.000131353
49.7956 32.3333,14.5877,0.000198631
49.7956 32.3333,14.5279,0.000355476
49.7956 32.3333,14.468,0.000541392
49.7956 32.3333,14.4081,0.00052826
49.7956 32.3333,14.3482,0.000280225
49.7956 32.3333,14.2884,0.000158941
49.7956 32.3333,14.2285,9.63211e-05
49.7956 32.3333,14.1686,2.83637e-06
49.7956 32.3333,14.1087,0.000299686
49.7956 32.3333,14.0489,0.000350491
49.7956 32.3333,13.989,0.000269703
49.7956 32.3333,13.9291,0.000372006
49.7956 32.3333,13.8692,0.000195546
49.7956 32.3333,13.8093,4.98137e-05
49.7956 32.3333,13.7495,6.31392e-06
49.7956 32.3333,13.6896,0.000153649
49.7956 32.3333,13.6297,0.000154446
49.7956 32.3333,13.5698,9.92376e-05
49.7956 32.3333,13.51,0.000107473
49.7956 32.3333,13.4501,0.000504661
49.7956 32.3333,13.3902,0.000649559
49.7956 32.3333,13.3303,0.0011097
49.7956 32.3333,13.2705,0.00101351
49.7956 32.3333,13.2106,8.42631e-05
49.7956 32.3333,13.1507,0.000159173
49.7956 32.3333,13.0908,0.000147604
49.7956 32.3333,13.031,0.000217809
49.7956 32.3333,12.9711,0.000728706
49.7956 32.3333,12.9112,0.00105628
49.7956 32.3333,12.8513,0.000859005
49.7956 32.3333,12.7914,0.000344149
49.7956 32.3333,12.7316,1.84571e-05
49.7956 32.3333,12.6717,7.86161e-06
49.7956 32.3333,12.6118,0.000327155
49.7956 32.3333,12.5519,0.000383762
49.7956 32.3333,12.4921,0.000125074
49.7956 32.3333,12.4322,8.92433e-05
49.7956 32.3333,12.3723,2.91497e-05
49.7956 32.3333,12.3124,8.79098e-06
49.7956 32.3333,12.2526,0.00028183
49.7956 32.3333,12.1927,0.000590441
49.7956 32.3333,12.1328,0.000571912
49.7956 32.3333,12.0729,0.000398145
49.7956 32.3333,12.0131,0.000705218
49.7956 32.3333,11.9532,0.000767049
49.7956 32.3333,11.8933,0.000852936
49.7956 32.3333,11.8334,0.000829818
49.7956 32.3333,11.7736,0.000307757
49.7956 32.3333,11.7137,0.000146031
49.7956 32.3333,11.6538,2.21652e-05
49.7956 32.3333,11.5939,0.000318944
49.7956 32.3333,11.534,0.000429193
49.7956 32.3333,11.4742,0.00041146
49.7956 32.3333,11.4143,0.000303782
49.7956 32.3333,11.3544,1.49604e-05
49.7956 32.3333,11.2945,6.54257e-05
49.7956 32.3333,11.2347,0.0005113
49.7956 32.3333,11.1748,0.000913538
49.7956 32.3333,11.1149,0.000492366
49.7956 32.3333,11.055,0.000297956
49.7956 32.3333,10.9952,0.000466413
49.7956 32.3333,10.9353,0.00021557
49.7956 32.3333,10.8754,0.000488799
49.7956 32.3333,10.8155,0.000487221
49.7956 32.3333,10.7557,0.000195505
49.7956 32.3333,10.6958,0.000194289
49.7956 32.3333,10.6359,0.000126402
49.7956 32.3333,10.576,0.000306874
49.7956 32.3333,10.5161,0.000429919
49.7956 32.3333,10.4563,0.000392378
49.7956 32.3333,10.3964,0.000310965
49.7956 32.3333,10.3365,0.000458796
49.7956 32.3333,10.2766,0.00040767
49.7956 32.3333,10.2168,0.000241101
49.7956 32.3333,10.1569,0.000179367
49.7956 32.3333,10.097,0.00026558
49.7956 32.3333,10.0371,0.000692848
49.7956 32.3333,9.97726,0.000485941
49.7956 32.3333,9.91738,0.000304191
49.7956 32.3333,9.85751,0.00043999
49.7956 32.3333,9.79763,0.000695396
49.7956 32.3333,9.73775,0.000858243
49.7956 32.3333,9.67788,0.00100439
49.7956 32.3333,9.618,0.0007339
49.7956 32.3333,9.55813,0.000286073
49.7956 32.3333,9.49825,0.000315259
49.7956 32.3333,9.43837,0.0110962
49.7956 32.3333,9.3785,0.0951866
49.7956 32.3333,9.31862,0.147836
49.7956 32.3333,9.25874,0.152037
49.7956 32.3333,9.19887,0.168979
49.7956 32.3333,9.13899,0.124717
49.7956 32.3333,9.07912,0.0566728
49.7956 32.3333,9.01924,0.0241795
49.7956 32.3333,8.95936,0.0150698
49.7956 32.3333,8.89949,0.00506202
49.7956 32.3333,8.83961,0.00340434
49.7956 32.3333,8.77973,0.00268634
49.7956 32.3333,8.71986,0.00181119
49.7956 32.3333,8.65998,0.00137961
49.7956 32.3333,8.60011,0.000884967
49.7956 32.3333,8.54023,0.000937602
49.7956 32.3333,8.48035,0.00089103
49.7956 32.3333,8.42048,0.000679075
49.7956 32.3333,8.3606,0.000443084
49.7956 32.3333,8.30072,0.000335251
49.7956 32.3333,8.24085,0.000570782
49.7956 32.3333,8.19594,0.0007528
49.7956 32.3333,8.166,-1.36299e-05
49.7956 32.3333,8.13606,7.07123e-05
49.7956 32.3333,8.10613,-6.98533e-05
49.7956 32.3333,8.07619,7.22942e-05
49.7956 32.3333,8.04625,0.00131779
49.7956 32.3333,8.01631,0.000843151
49.7956 32.3333,7.98637,0.000630674
49.7956 32.3333,7.95643,0.000463846
49.7956 32.3333,7.9265,0.000233438
49.7956 32.3333,7.89656,0.00211415
49.7956 32.3333,7.86662,0.000157388
49.7956 32.3333,7.83668,4.7355e-05
49.7956 32.3333,7.80674,3.62409e-05
49.7956 32.3333,7.77681,3.12488e-05
49.7956 32.3333,7.74687,1.73338e-05
49.7956 32.3333,7.71693,0.000266746
49.7956 32.3333,7.68699,0.0013272
49.7956 32.3333,7.65705,2.0398e-06
49.7956 32.3333,7.62711,2.61129e-05
49.7956 32.3333,7.59718,5.91125e-05
49.7956 32.3333,7.56724,3.93537e-05
49.7956 32.3333,7.5373,6.00661e-05
49.7956 32.3333,7.50736,5.57273e-05
49.7956 32.3333,7.47742,3.56019e-05
49.7956 32.3333,7.44749,-4.31983e-05
49.7956 32.3333,7.41755,5.43051e-05
49.7956 32.3333,7.38761,0.00324797
49.7956 32.3333,7.35767,0.00504847
49.7956 32.3333,7.32773,0.000733662
49.7956 32.3333,7.2978,2.80351e-05
49.7956 32.3333,7.26786,8.79574e-05
49.7956 32.3333,7.23792,0.00121273
49.7956 32.3333,7.20798,0.000738132
49.7956 32.3333,7.17804,-1.22063e-05
49.7956 32.3333,7.1481,0.00458229
49.7956 32.3333,7.11817,0.0012316
49.7956 32.3333,7.08823,0.00141543
49.7956 32.3333,7.05829,4.10327e-05
49.7956 32.3333,7.02835,0.0019466
49.7956 32.3333,6.99841,0.00181542
49.7956 32.3333,6.96848,-1.20094e-05
49.7956 32.3333,6.93854,4.96155e-05
49.7956 32.3333,6.9086,3.03127e-05
49.7956 32.3333,6.87866,7.20661e-05
49.7956 32.3333,6.84872,4.43957e-05
49.7956 32.3333,6.81878,5.61969e-05
49.7956 32.3333,6.78885,6.46491e-06
49.7956 32.3333,6.75891,0.000532671
49.7956 32.3333,6.72897,0.0016106
49.7956 32.3333,6.69903,0.00021881
49.7956 32.3333,6.66909,0.00111525
49.7956 32.3333,6.63916,-6.70752e-06
49.7956 32.3333,6.60922,5.4139e-05
49.7956 32.3333,6.57928,6.70828e-05
49.7956 32.3333,6.54934,4.60825e-05
49.7956 32.3333,6.5194,0.00515597
49.7956 32.3333,6.48946,0.00352171
49.7956 32.3333,6.45953,0.000704773
49.7956 32.3333,6.42959,5.18843e-05
49.7956 32.3333,6.39965,7.18517e-05
49.7956 32.3333,6.36971,5.08684e-05
49.7956 32.3333,6.33977,5.0232e-05
49.7956 32.3333,6.30984,3.38591e-05
49.7956 32.3333,6.2799,5.6401e-05
49.7956 32.3333,6.24996,2.71045e-05
49.7956 32.3333,6.22002,2.3596e-05
49.7956 32.3333,6.19008,-1.01327e-05
49.7956 32.3333,6.16014,0.000153538
49.7956 32.3333,6.13021,0.00236787
49.7956 32.3333,6.10027,0.000954453
49.7956 32.3333,6.07033,0.000215064
49.7956 32.3333,6.04039,0.00159858
49.7956 32.3333,6.01045,0.0011
49.7956 32.3333,5.98052,-3.3162e-05
49.7956 32.3333,5.95058,7.28913e-05
49.7956 32.3333,5.92064,-2.6785e-06
49.7956 32.3333,5.8907,0.000332629
49.7956 32.3333,5.86076,1.54083e-05
49.7956 32.3333,5.83083,2.91986e-06
49.7956 32.3333,5.80089,2.01097e-05
49.7956 32.3333,5.77095,5.68689e-05
49.7956 32.3333,5.74101,0.00206804
49.7956 32.3333,5.71107,0.00147664
49.7956 32.3333,5.68113,0.000675655
49.7956 32.3333,5.6512,5.77587e-05
49.7956 32.3333,5.62126,0.000583909
49.7956 32.3333,5.59132,0.000261322
49.7956 32.3333,5.56138,0.000218163
49.7956 32.3333,5.53144,0.00156409
49.7956 32.3333,5.50151,3.34418e-05
49.7956 32.3333,5.47157,3.84342e-05
49.7956 32.3333,5.44163,2.71359e-05
49.7956 32.3333,5.41169,7.2672e-06
49.7956 32.3333,5.38175,4.35535e-05
49.7956 32.3333,5.35181,0.000106826
49.7956 32.3333,5.32188,2.13867e-05
49.7956 32.3333,5.29194,-4.97013e-05
49.7956 32.3333,5.262,0.000686182
49.7956 32.3333,5.23206,0.00205661
49.7956 32.3333,5.20212,1.09164e-05
49.7956 32.3333,5.17219,7.4388e-05
49.7956 32.3333,5.14225,0.00234217
49.7956 32.3333,5.11231,0.000253641
49.7956 32.3333,5.08237,6.01904e-05
49.7956 32.3333,5.05243,0.000651799
49.7956 32.3333,5.02249,0.00327469
49.7956 32.3333,4.99256,0.00362271
49.7956 32.3333,4.96262,0.00260953
49.7956 32.3333,4.93268,0.00575681
49.7956 32.3333,4.90274,0.00567991
49.7956 32.3333,4.8728,0.00356488
49.7956 32.3333,4.84287,0.00562036
49.7956 32.3333,4.81293,0.00154433
49.7956 32.3333,4.78299,0.000114456
49.7956 32.3333,4.75305,0.00179413
49.7956 32.3333,4.72311,0.00486014
49.7956 32.3333,4.69318,0.00112014
49.7956 32.3333,4.66324,0.000238915
49.7956 32.3333,4.6333,0.0046842
49.7956 32.3333,4.60336,0.0016408
49.7956 32.3333,4.57342,0.00789792
49.7956 32.3333,4.54348,0.00174355
49.7956 32.3333,4.51355,6.83438e-05
49.7956 32.3333,4.48361,0.000720402
49.7956 32.3333,4.45367,0.00554349
49.7956 32.3333,4.42373,0.000845388
49.7956 32.3333,4.39379,0.00184811
49.7956 32.3333,4.36386,0.00351279
49.7956 32.3333,4.33392,0.00244184
49.7956 32.3333,4.30398,0.00802582
49.7956 32.3333,4.27404,0.00841787
49.7956 32.3333,4.2441,0.00724103
49.7956 32.3333,4.21416,0.00104249
49.7956 32.3333,4.18423,0.00234675
49.7956 32.3333,4.15429,0.00140145
49.7956 32.3333,4.12435,0.00021159
49.7956 32.3333,4.09441,0.001071
49.7956 32.3333,4.06447,0.00774853
49.7956 32.3333,4.03454,0.0032353
49.7956 32.3333,4.0046,0.00106505
49.7956 32.3333,3.97466,0.00174012
49.7956 32.3333,3.94472,0.00217406
49.7956 32.3333,3.91478,0.000443844
49.7956 32.3333,3.88484,0.00209571
49.7956 32.3333,3.85491,0.00334283
49.7956 32.3333,3.82497,0.00194458
49.7956 32.3333,3.79503,0.000461145
49.7956 32.3333,3.76509,0.00425119
49.7956 32.3333,3.73515,0.000163311
49.7956 32.3333,3.70522,0.108287
49.7956 32.3333,3.67528,0.327055
49.7956 32.3333,3.64534,0.246992
49.7956 32.3333,3.6154,0.13489
49.7956 32.3333,3.58546,0.0606171
49.7956 32.3333,3.55553,0.0485102
49.7956 32.3333,3.52559,0.0306136
49.7956 32.3333,3.49565,0.0156291
49.7956 32.3333,3.46571,0.0110449
49.7956 32.3333,3.43577,0.0125712
49.7956 32.3333,3.40583,0.00525156
49.7956 32.3333,3.3759,0.00533438
49.7956 32.3333,3.34596,0.0024935
49.7956 32.3333,3.31602,0.0019841
49.7956 32.3333,3.28608,0.00138677
49.7956 32.3333,3.25614,0.00119153
49.7956 32.3333,3.22621,0.00105631
49.7956 32.3333,3.19627,0.000899936
49.7956 32.3333,3.16633,0.00142739
49.7956 32.3333,3.13639,0.000646549
49.7956 32.3333,3.10645,0.000471602
49.7956 32.3333,3.07651,0.000437008
49.7956 32.3333,3.04658,0.000522172
49.7956 32.3333,3.01664,0.000383254
49.7956 32.3333,2.9867,0.000370582
49.7956 32.3333,2.95676,0.000265839
49.7956 32.3333,2.92682,0.000327608
49.7956 32.3333,2.89689,0.000279742
49.7956 32.3333,2.86695,0.000304031
49.7956 32.3333,2.83701,0.000397298
49.7956 32.3333,2.80707,0.000220199
49.7956 32.3333,2.77713,0.000170733
49.7956 32.3333,2.74719,0.000153185
49.7956 32.3333,2.71726,0.000217326
49.7956 32.3333,2.68732,0.000208402
49.7956 32.3333,2.65738,0.000170821
49.7956 32.3333,2.62744,6.19381e-05
49.7956 32.3333,2.5975,9.14952e-05
49.7956 32.3333,2.56757,0.000122905
49.7956 32.3333,2.53763,0.000259203
49.7956 32.3333,2.50769,5.44032e-05
49.7956 32.3333,2.47775,0.000142195
49.7956 32.3333,2.44781,0.000103971
49.7956 32.3333,2.41787,3.16937e-05
49.7956 32.3333,2.38794,5.57557e-05
49.7956 32.3333,2.358,4.08552e-05
49.7956 32.3333,2.32806,3.13015e-06
49.7956 32.3333,2.29812,6.50879e-05
49.7956 32.3333,2.26818,2.26697e-05
49.7956 32.3333,2.23825,2.71188e-05
49.7956 32.3333,2.20831,3.59972e-05
49.7956 32.3333,2.17837,2.34934e-05
49.7956 32.3333,2.14843,9.12807e-05
49.7956 32.3333,2.11849,-1.81938e-05
49.7956 32.3333,2.08856,2.54473e-05
49.7956 32.3333,2.05862,4.57858e-05
49.7956 32.3333,2.02868,9.71883e-06
49.7956 32.3333,1.99874,5.47506e-05
49.7956 32.3333,1.9688,4.52557e-06
49.7956 32.3333,1.93886,4.87245e-05
49.7956 32.3333,1.90893,6.92436e-05
49.7956 32.3333,1.87899,-1.69659e-05
49.7956 32.3333,1.84905,-3.23605e-05
49.7956 32.3333,1.81911,2.77713e-05
49.7956 32.3333,1.78917,1.22768e-06
49.7956 32.3333,1.75924,-8.66775e-06
49.7956 32.3333,1.7293,1.82419e-05
49.7956 32.3333,1.69936,1.69137e-05
49.7956 32.3333,1.66942,1.76876e-05
49.7956 32.3333,1.63948,4.47116e-05
49.7956 32.3333,1.60954,1.51158e-05
49.7956 32.3333,1.57961,7.37358e-06
49.7956 32.3333,1.54967,5.44468e-06
49.7956 32.3333,1.51973,-5.16821e-05
49.7956 32.3333,1.48979,-5.02969e-06
49.7956 32.3333,1.45985,3.01718e-05
49.7956 32.3333,1.42992,-4.21225e-05
49.7956 32.3333,1.39998,-2.22478e-05
49.7956 32.3333,1.37004,2.54257e-06
49.7956 32.3333,1.3401,-1.73005e-05
49.7956 32.3333,1.31016,3.20684e-05
49.7956 32.3333,1.28022,-9.84909e-06
49.7956 32.3333,1.25029,-4.75331e-06
49.7956 32.3333,1.22035,5.45479e-05
49.7956 32.3333,1.19041,-4.5017e-05
49.7956 32.3333,1.16047,-2.40054e-05
49.7956 32.3333,1.13053,2.08389e-05
49.7956 32.3333,1.1006,-3.69844e-05
49.7956 32.3333,1.07066,3.10363e-05
49.7956 32.3333,1.04072,3.8861e-05
49.7956 32.3333,1.01078,3.017e-05
49.7956 32.3333,0.980843,-3.54711e-05
49.7956 32.3333,0.950905,2.95664e-05
49.7956 32.3333,0.920967,9.69198e-06
49.7956 32.3333,0.891029,5.23886e-05
49.7956 32.3333,0.861091,4.92839e-05
49.7956 32.3333,0.831152,1.93409e-05
49.7956 32.3333,0.801214,-3.85081e-05
49.7956 32.3333,0.771276,5.93055e-05
49.7956 32.3333,0.741338,2.0255e-05
49.7956 32.3333,0.7114,-2.38726e-05
49.7956 32.3333,0.681462,7.25879e-05
49.7956 32.3333,0.651523,-1.24228e-05
49.7956 32.3333,0.621585,2.1466e-05
49.7956 32.3333,0.591647,5.54018e-07
49.7956 32.3333,0.561709,0.000123137
49.7956 32.3333,0.531771,-4.51401e-05
49.7956 32.3333,0.501833,1.5817e-05
49.7956 32.3333,0.471894,-5.39133e-05
49.7956 32.3333,0.441956,-2.68006e-05
49.7956 32.3333,0.412018,-4.96207e-06
49.7956 32.3333,0.38208,1.13456e-05
49.7956 32.3333,0.352142,6.15473e-05
49.7956 32.3333,0.322204,1.18252e-05
49.7956 32.3333,0.292266,4.06425e-06
49.7956 32.3333,0.262327,-4.74017e-05
49.7956 32.3333,0.232389,1.25608e-05
49.7956 32.3333,0.202451,-7.88682e-06
49.7956 32.3333,0.172513,2.10874e-07
49.7956 32.3333,0.142575,9.02119e-06
49.7956 32.3333,0.112637,7.94395e-06
49.7956 32.3333,0.0826984,4.13834e-05
49.7956 32.3333,0.0527602,-3.20397e-05
49.7956 32.3333,0.0228221,1.30756e-05
49.7956 32.3333,-0.0071161,2.97413e-05
49.7956 32.3333,-0.0370543,1.20208e-05
49.7956 32.3333,-0.0669924,-9.12574e-07
49.7956 32.3333,-0.0969306,2.5511e-06
49.7956 32.3333,-0.126869,1.69763e-05
49.7956 32.3333,-0.156807,-2.32883e-05
49.7956 32.3333,-0.186745,-2.77988e-05
49.7956 32.3333,-0.216683,-3.68491e-05
49.7956 32.3333,-0.246621,2.29014e-05
49.7956 32.3333,-0.27656,-3.68956e-06
49.7956 32.3333,-0.306498,-2.51957e-05
49.7956 32.3333,-0.336436,1.33379e-05
49.7956 32.3333,-0.366374,6.15296e-06
49.7956 32.3333,-0.396312,2.25733e-05
49.7956 32.3333,-0.42625,-5.58713e-05
49.7956 32.3333,-0.456188,1.72339e-06
49.7956 32.3333,-0.620848,-2.05864e-06
49.7956 32.3333,-0.92023,5.71459e-06
49.7956 32.3333,-1.21961,3.88773e-06
49.7956 32.3333,-1.51899,4.52201e-07
49.7956 32.3333,-1.81837,5.9197e-06
49.7152 32.0353,39.4963,1.33154e-06
49.7152 32.0353,39.1969,5.33439e-06
49.7152 32.0353,38.8975,1.58393e-05
49.7152 32.0353,38.5981,2.83311e-05
49.7152 32.0353,38.2988,8.43514e-06
49.7152 32.0353,37.9994,3.43814e-06
49.7152 32.0353,37.7,1.03358e-06
49.7152 32.0353,37.4006,8.53091e-07
49.7152 32.0353,37.1012,8.85016e-07
49.7152 32.0353,36.8019,-1.41675e-07
49.7152 32.0353,36.5025,-3.57414e-07
49.7152 32.0353,36.2031,5.32515e-06
49.7152 32.0353,35.9037,1.97372e-05
49.7152 32.0353,35.6043,2.70973e-06
49.7152 32.0353,35.3049,3.96766e-05
49.7152 32.0353,35.0056,2.78282e-06
49.7152 32.0353,34.7062,-7.70819e-07
49.7152 32.0353,34.4068,3.85998e-05
49.7152 32.0353,34.1074,1.35041e-05
49.7152 32.0353,33.808,1.17343e-06
49.7152 32.0353,33.5087,8.89929e-06
49.7152 32.0353,33.2093,-9.12315e-07
49.7152 32.0353,32.9099,2.79341e-06
49.7152 32.0353,32.6105,3.76517e-05
49.7152 32.0353,32.3111,3.89921e-05
49.7152 32.0353,32.0117,2.86946e-06
49.7152 32.0353,31.7124,1.50366e-05
49.7152 32.0353,31.413,4.9749e-05
49.7152 32.0353,31.1136,3.42863e-05
49.7152 32.0353,30.8142,2.44645e-05
49.7152 32.0353,30.5148,5.6969e-06
49.7152 32.0353,30.2155,2.2145e-07
49.7152 32.0353,29.976,1.81938e-06
49.7152 32.0353,29.7963,-6.34258e-07
49.7152 32.0353,29.6167,6.96686e-05
49.7152 32.0353,29.4371,1.39978e-05
49.7152 32.0353,29.2574,1.20841e-06
49.7152 32.0353,29.0778,0.000113207
49.7152 32.0353,28.8982,2.40648e-05
49.7152 32.0353,28.7185,-4.23169e-06
49.7152 32.0353,28.5389,2.64416e-06
49.7152 32.0353,28.3593,4.56061e-06
49.7152 32.0353,28.1797,6.80661e-07
49.7152 32.0353,28.0,-2.53734e-06
49.7152 32.0353,27.8204,2.65736e-05
49.7152 32.0353,27.6408,0.000294583
49.7152 32.0353,27.4611,0.000159629
49.7152 32.0353,27.2815,8.15814e-05
