xy,z,val
62.157 61.8284,20.276,2.33704e-05
62.157 61.8284,20.1562,4.49538e-06
62.157 61.8284,20.0964,-4.88822e-06
62.157 61.8284,20.0365,8.78482e-05
62.157 61.8284,19.9766,0.000116348
62.157 61.8284,19.9167,2.26801e-05
62.157 61.8284,19.8569,5.26239e-06
62.157 61.8284,19.797,6.9158e-05
62.157 61.8284,19.7371,0.000201324
62.157 61.8284,19.6772,0.000594121
62.157 61.8284,19.6173,0.000481919
62.157 61.8284,19.5575,3.62458e-05
62.157 61.8284,19.4976,1.51561e-05
62.157 61.8284,19.4377,1.60039e-05
62.157 61.8284,19.3778,-1.00365e-06
62.157 61.8284,19.318,2.29244e-06
62.157 61.8284,19.2581,1.15128e-05
62.157 61.8284,19.1982,-3.29768e-06
62.157 61.8284,19.1383,-4.79826e-06
62.157 61.8284,19.0785,-2.06472e-06
62.157 61.8284,19.0186,0.000133362
62.157 61.8284,18.9587,0.000220652
62.157 61.8284,18.8988,9.19136e-05
62.157 61.8284,18.839,6.62829e-06
62.157 61.8284,18.7791,-4.46342e-08
62.157 61.8284,18.7192,6.55757e-06
62.157 61.8284,18.6593,7.18898e-06
62.157 61.8284,18.5995,4.86067e-06
62.157 61.8284,18.5396,1.62733e-06
62.157 61.8284,18.4797,-1.1039e-05
62.157 61.8284,18.4198,7.31003e-05
62.157 61.8284,18.3599,0.000264318
62.157 61.8284,18.3001,0.000192313
62.157 61.8284,18.2402,3.90601e-06
62.157 61.8284,18.1803,-5.65402e-06
62.157 61.8284,18.1204,5.64126e-05
62.157 61.8284,18.0606,0.000332304
62.157 61.8284,18.0007,0.00031069
62.157 61.8284,17.9408,7.55495e-05
62.157 61.8284,17.8809,3.60013e-05
62.157 61.8284,17.8211,-8.26387e-06
62.157 61.8284,17.7612,-7.35263e-06
62.157 61.8284,17.7013,3.62029e-07
62.157 61.8284,17.6414,1.67853e-06
62.157 61.8284,17.5816,0.000541135
62.157 61.8284,17.5217,0.000546748
62.157 61.8284,17.4618,6.36389e-05
62.157 61.8284,17.4019,0.00013969
62.157 61.8284,17.342,7.91596e-05
62.157 61.8284,17.2822,1.33737e-05
62.157 61.8284,17.2223,2.55111e-05
62.157 61.8284,17.1624,8.77167e-06
62.157 61.8284,17.1025,-2.83876e-06
62.157 61.8284,17.0427,5.31272e-06
62.157 61.8284,16.9828,1.92868e-05
62.157 61.8284,16.9229,5.283e-05
62.157 61.8284,16.863,7.92543e-05
62.157 61.8284,16.8032,0.000133916
62.157 61.8284,16.7433,0.000173445
62.157 61.8284,16.6834,8.06129e-05
62.157 61.8284,16.6235,1.04067e-05
62.157 61.8284,16.5637,8.38598e-06
62.157 61.8284,16.5038,0.000352843
62.157 61.8284,16.4439,0.00036397
62.157 61.8284,16.384,1.83033e-05
62.157 61.8284,16.3242,6.0513e-06
62.157 61.8284,16.2643,2.54117e-05
62.157 61.8284,16.2044,3.59494e-05
62.157 61.8284,16.1445,9.14977e-06
62.157 61.8284,16.0846,3.94429e-06
62.157 61.8284,16.0248,4.90262e-07
62.157 61.8284,15.9649,3.25831e-05
62.157 61.8284,15.905,3.20505e-05
62.157 61.8284,15.8451,9.70464e-05
62.157 61.8284,15.7853,0.000119443
62.157 61.8284,15.7254,0.00028968
62.157 61.8284,15.6655,0.000324507
62.157 61.8284,15.6056,5.69228e-05
62.157 61.8284,15.5458,6.9931e-06
62.157 61.8284,15.4859,7.84043e-06
62.157 61.8284,15.426,2.7353e-05
62.157 61.8284,15.3661,3.25064e-05
62.157 61.8284,15.3063,2.36174e-05
62.157 61.8284,15.2464,0.000165161
62.157 61.8284,15.1865,0.000150889
62.157 61.8284,15.1266,7.5553e-05
62.157 61.8284,15.0667,6.61537e-05
62.157 61.8284,15.0069,4.11759e-05
62.157 61.8284,14.947,5.82379e-05
62.157 61.8284,14.8871,0.000212006
62.157 61.8284,14.8272,0.000217464
62.157 61.8284,14.7674,8.65253e-06
62.157 61.8284,14.7075,3.17018e-05
62.157 61.8284,14.6476,0.000379242
62.157 61.8284,14.5877,0.000353188
62.157 61.8284,14.5279,8.48188e-06
62.157 61.8284,14.468,5.79359e-06
62.157 61.8284,14.4081,8.53412e-06
62.157 61.8284,14.3482,1.58974e-05
62.157 61.8284,14.2884,1.82843e-05
62.157 61.8284,14.2285,1.34766e-05
62.157 61.8284,14.1686,5.0029e-06
62.157 61.8284,14.1087,8.89672e-05
62.157 61.8284,14.0489,8.96573e-05
62.157 61.8284,13.989,-5.57636e-06
62.157 61.8284,13.9291,0.000155625
62.157 61.8284,13.8692,0.000271801
62.157 61.8284,13.8093,0.000160111
62.157 61.8284,13.7495,4.86396e-05
62.157 61.8284,13.6896,-8.00429e-08
62.157 61.8284,13.6297,-2.38727e-06
62.157 61.8284,13.5698,1.35221e-05
62.157 61.8284,13.51,1.45563e-05
62.157 61.8284,13.4501,6.77596e-06
62.157 61.8284,13.3902,1.33367e-05
62.157 61.8284,13.3303,1.14711e-05
62.157 61.8284,13.2705,8.00777e-06
62.157 61.8284,13.2106,7.40746e-06
62.157 61.8284,13.1507,-6.71969e-08
62.157 61.8284,13.0908,-4.70783e-06
62.157 61.8284,13.031,0.000253888
62.157 61.8284,12.9711,0.000261011
62.157 61.8284,12.9112,9.77532e-06
62.157 61.8284,12.8513,7.38725e-06
62.157 61.8284,12.7914,4.03837e-06
62.157 61.8284,12.7316,1.8235e-05
62.157 61.8284,12.6717,0.000914867
62.157 61.8284,12.6118,0.000976718
62.157 61.8284,12.5519,0.000604064
62.157 61.8284,12.4921,0.000556883
62.157 61.8284,12.4322,0.000234239
62.157 61.8284,12.3723,0.000305617
62.157 61.8284,12.3124,0.000110812
62.157 61.8284,12.2526,2.38619e-05
62.157 61.8284,12.1927,0.000147996
62.157 61.8284,12.1328,0.000140629
62.157 61.8284,12.0729,4.7902e-05
62.157 61.8284,12.0131,0.000321094
62.157 61.8284,11.9532,0.000716306
62.157 61.8284,11.8933,0.00046065
62.157 61.8284,11.8334,6.00077e-05
62.157 61.8284,11.7736,4.18705e-05
62.157 61.8284,11.7137,0.000202562
62.157 61.8284,11.6538,0.00041939
62.157 61.8284,11.5939,0.000241941
62.157 61.8284,11.534,2.80096e-05
62.157 61.8284,11.4742,1.70811e-05
62.157 61.8284,11.4143,1.35531e-05
62.157 61.8284,11.3544,0.000819241
62.157 61.8284,11.2945,0.000912769
62.157 61.8284,11.2347,0.000163316
62.157 61.8284,11.1748,6.75746e-05
62.157 61.8284,11.1149,1.31736e-05
62.157 61.8284,11.055,0.000267
62.157 61.8284,10.9952,0.000298766
62.157 61.8284,10.9353,0.000118692
62.157 61.8284,10.8754,8.49916e-05
62.157 61.8284,10.8155,1.87277e-05
62.157 61.8284,10.7557,9.90858e-06
62.157 61.8284,10.6958,3.38726e-06
62.157 61.8284,10.6359,1.73537e-05
62.157 61.8284,10.576,0.000277041
62.157 61.8284,10.5161,0.000279275
62.157 61.8284,10.4563,0.000141662
62.157 61.8284,10.3964,0.000467275
62.157 61.8284,10.3365,0.000343209
62.157 61.8284,10.2766,2.14264e-05
62.157 61.8284,10.2168,7.8265e-05
62.157 61.8284,10.1569,0.000132573
62.157 61.8284,10.097,0.000133996
62.157 61.8284,10.0371,9.25587e-05
62.157 61.8284,9.97726,9.91317e-05
62.157 61.8284,9.91738,7.42304e-05
62.157 61.8284,9.85751,0.000235015
62.157 61.8284,9.79763,0.000867616
62.157 61.8284,9.73775,0.00122582
62.157 61.8284,9.67788,0.000700857
62.157 61.8284,9.618,0.000175719
62.157 61.8284,9.55813,9.6138e-05
62.157 61.8284,9.49825,0.000267249
62.157 61.8284,9.43837,0.000685072
62.157 61.8284,9.3785,0.000502245
62.157 61.8284,9.31862,5.91777e-05
62.157 61.8284,9.25874,0.00036041
62.157 61.8284,9.19887,0.000735346
62.157 61.8284,9.13899,0.000402708
62.157 61.8284,9.07912,8.72126e-05
62.157 61.8284,9.01924,0.000209
62.157 61.8284,8.95936,0.000211516
62.157 61.8284,8.89949,0.000304551
62.157 61.8284,8.83961,0.000646034
62.157 61.8284,8.77973,0.000425515
62.157 61.8284,8.71986,0.000279798
62.157 61.8284,8.65998,0.000549934
62.157 61.8284,8.60011,0.000344004
62.157 61.8284,8.54023,0.000328566
62.157 61.8284,8.48035,0.00044355
62.157 61.8284,8.42048,0.000551449
62.157 61.8284,8.3606,0.000554674
62.157 61.8284,8.30072,0.000199419
62.157 61.8284,8.24085,6.80727e-05
62.157 61.8284,8.19594,9.52222e-05
62.157 61.8284,8.166,8.48872e-05
62.157 61.8284,8.13606,-4.40574e-05
62.157 61.8284,8.10613,8.99026e-05
62.157 61.8284,8.07619,0.00398478
62.157 61.8284,8.04625,0.000346934
62.157 61.8284,8.01631,0.00201967
62.157 61.8284,7.98637,0.000371524
62.157 61.8284,7.95643,8.01146e-05
62.157 61.8284,7.9265,0.00143151
62.157 61.8284,7.89656,0.00764106
62.157 61.8284,7.86662,0.00284371
62.157 61.8284,7.83668,0.00375542
62.157 61.8284,7.80674,0.00027899
62.157 61.8284,7.77681,0.000124656
62.157 61.8284,7.74687,0.000136242
62.157 61.8284,7.71693,8.92678e-05
62.157 61.8284,7.68699,5.2751e-05
62.157 61.8284,7.65705,0.000886243
62.157 61.8284,7.62711,0.00151636
62.157 61.8284,7.59718,6.82056e-05
62.157 61.8284,7.56724,0.000183319
62.157 61.8284,7.5373,3.58441e-05
62.157 61.8284,7.50736,5.16903e-06
62.157 61.8284,7.47742,0.000908907
62.157 61.8284,7.44749,0.00334548
62.157 61.8284,7.41755,0.000277716
62.157 61.8284,7.38761,0.00025074
62.157 61.8284,7.35767,4.84216e-05
62.157 61.8284,7.32773,2.93446e-05
62.157 61.8284,7.2978,6.6442e-05
62.157 61.8284,7.26786,7.45163e-05
62.157 61.8284,7.23792,3.71032e-05
62.157 61.8284,7.20798,7.32192e-05
62.157 61.8284,7.17804,0.000632508
62.157 61.8284,7.1481,2.14021e-05
62.157 61.8284,7.11817,4.86752e-06
62.157 61.8284,7.08823,-3.29629e-05
62.157 61.8284,7.05829,-8.08127e-05
62.157 61.8284,7.02835,9.0367e-06
62.157 61.8284,6.99841,-3.86734e-05
62.157 61.8284,6.96848,4.77669e-05
62.157 61.8284,6.93854,0.000863677
62.157 61.8284,6.9086,0.00219145
62.157 61.8284,6.87866,1.68004e-05
62.157 61.8284,6.84872,8.38996e-05
62.157 61.8284,6.81878,6.95699e-05
62.157 61.8284,6.78885,-8.12956e-05
62.157 61.8284,6.75891,4.46686e-05
62.157 61.8284,6.72897,-2.68449e-05
62.157 61.8284,6.69903,0.000939722
62.157 61.8284,6.66909,0.00349121
62.157 61.8284,6.63916,0.000850944
62.157 61.8284,6.60922,3.69506e-05
62.157 61.8284,6.57928,9.31185e-05
62.157 61.8284,6.54934,0.00039465
62.157 61.8284,6.5194,0.00222553
62.157 61.8284,6.48946,0.000993419
62.157 61.8284,6.45953,0.000406741
62.157 61.8284,6.42959,0.000316779
62.157 61.8284,6.39965,0.00311218
62.157 61.8284,6.36971,0.000711203
62.157 61.8284,6.33977,0.00140474
62.157 61.8284,6.30984,0.00107765
62.157 61.8284,6.2799,5.45679e-05
62.157 61.8284,6.24996,0.000121364
62.157 61.8284,6.22002,3.87789e-05
62.157 61.8284,6.19008,6.81218e-06
62.157 61.8284,6.16014,-5.34311e-05
62.157 61.8284,6.13021,1.11502e-05
62.157 61.8284,6.10027,-2.95748e-05
62.157 61.8284,6.07033,5.1103e-05
62.157 61.8284,6.04039,2.88667e-05
62.157 61.8284,6.01045,9.89683e-06
62.157 61.8284,5.98052,3.3556e-05
62.157 61.8284,5.95058,2.67181e-05
62.157 61.8284,5.92064,0.000268484
62.157 61.8284,5.8907,0.00233927
62.157 61.8284,5.86076,0.00181692
62.157 61.8284,5.83083,0.00109335
62.157 61.8284,5.80089,-2.98162e-05
62.157 61.8284,5.77095,3.89828e-05
62.157 61.8284,5.74101,0.000134615
62.157 61.8284,5.71107,0.00178526
62.157 61.8284,5.68113,0.000168333
62.157 61.8284,5.6512,7.8002e-05
62.157 61.8284,5.62126,3.35461e-06
62.157 61.8284,5.59132,4.81001e-05
62.157 61.8284,5.56138,0.00350404
62.157 61.8284,5.53144,0.00429986
62.157 61.8284,5.50151,0.000544804
62.157 61.8284,5.47157,0.00173523
62.157 61.8284,5.44163,0.000674785
62.157 61.8284,5.41169,0.00211034
62.157 61.8284,5.38175,0.00244567
62.157 61.8284,5.35181,0.0029721
62.157 61.8284,5.32188,0.000353426
62.157 61.8284,5.29194,8.82484e-05
62.157 61.8284,5.262,0.000147709
62.157 61.8284,5.23206,5.67302e-05
62.157 61.8284,5.20212,5.21445e-05
62.157 61.8284,5.17219,-2.10729e-05
62.157 61.8284,5.14225,6.76477e-05
62.157 61.8284,5.11231,7.66233e-06
62.157 61.8284,5.08237,-2.82041e-05
62.157 61.8284,5.05243,-2.87455e-05
62.157 61.8284,5.02249,3.23871e-05
62.157 61.8284,4.99256,2.83087e-05
62.157 61.8284,4.96262,-2.98411e-05
62.157 61.8284,4.93268,0.000802792
62.157 61.8284,4.90274,0.00171259
62.157 61.8284,4.8728,0.000530965
62.157 61.8284,4.84287,0.000128903
62.157 61.8284,4.81293,-2.50487e-05
62.157 61.8284,4.78299,0.00120645
62.157 61.8284,4.75305,0.00089445
62.157 61.8284,4.72311,-2.94701e-05
62.157 61.8284,4.69318,0.00142278
62.157 61.8284,4.66324,0.00309274
62.157 61.8284,4.6333,7.44176e-05
62.157 61.8284,4.60336,0.000188499
62.157 61.8284,4.57342,5.75926e-05
62.157 61.8284,4.54348,5.35886e-06
62.157 61.8284,4.51355,-2.92624e-06
62.157 61.8284,4.48361,4.08698e-06
62.157 61.8284,4.45367,7.81819e-06
62.157 61.8284,4.42373,4.44878e-05
62.157 61.8284,4.39379,0.00183902
62.157 61.8284,4.36386,0.00170956
62.157 61.8284,4.33392,5.99181e-06
62.157 61.8284,4.30398,3.82667e-05
62.157 61.8284,4.27404,9.76449e-05
62.157 61.8284,4.2441,0.00386192
62.157 61.8284,4.21416,0.00140265
62.157 61.8284,4.18423,1.18151e-06
62.157 61.8284,4.15429,0.00294927
62.157 61.8284,4.12435,0.00341331
62.157 61.8284,4.09441,0.00015745
62.157 61.8284,4.06447,7.08104e-05
62.157 61.8284,4.03454,8.14916e-05
62.157 61.8284,4.0046,0.00141305
62.157 61.8284,3.97466,0.00122113
62.157 61.8284,3.94472,0.00274229
62.157 61.8284,3.91478,0.00464958
62.157 61.8284,3.88484,0.00108589
62.157 61.8284,3.85491,0.00158849
62.157 61.8284,3.82497,0.00131571
62.157 61.8284,3.79503,8.16097e-05
62.157 61.8284,3.76509,8.17197e-05
62.157 61.8284,3.73515,8.80243e-05
62.157 61.8284,3.70522,9.03035e-05
62.157 61.8284,3.67528,1.57323e-06
62.157 61.8284,3.64534,5.30682e-05
62.157 61.8284,3.6154,2.42866e-05
62.157 61.8284,3.58546,-8.26118e-06
62.157 61.8284,3.55553,3.5407e-06
62.157 61.8284,3.52559,0.000133931
62.157 61.8284,3.49565,0.000677058
62.157 61.8284,3.46571,1.1266e-05
62.157 61.8284,3.43577,6.26374e-05
62.157 61.8284,3.40583,-3.78722e-05
62.157 61.8284,3.3759,-2.07522e-06
62.157 61.8284,3.34596,8.21585e-05
62.157 61.8284,3.31602,0.00283343
62.157 61.8284,3.28608,0.000307256
62.157 61.8284,3.25614,5.30737e-05
62.157 61.8284,3.22621,5.08055e-05
62.157 61.8284,3.19627,0.00111713
62.157 61.8284,3.16633,0.000237196
62.157 61.8284,3.13639,9.50892e-06
62.157 61.8284,3.10645,0.000524879
62.157 61.8284,3.07651,0.00221949
62.157 61.8284,3.04658,1.28928e-05
62.157 61.8284,3.01664,6.06844e-05
62.157 61.8284,2.9867,1.43275e-05
62.157 61.8284,2.95676,2.40488e-06
62.157 61.8284,2.92682,-2.74975e-05
62.157 61.8284,2.89689,2.81238e-05
62.157 61.8284,2.86695,-4.55717e-05
62.157 61.8284,2.83701,4.44991e-05
62.157 61.8284,2.80707,0.00391424
62.157 61.8284,2.77713,0.000722282
62.157 61.8284,2.74719,-2.20087e-05
62.157 61.8284,2.71726,0.00400943
62.157 61.8284,2.68732,0.00253198
62.157 61.8284,2.65738,0.000179599
62.157 61.8284,2.62744,0.00328599
62.157 61.8284,2.5975,0.00673527
62.157 61.8284,2.56757,0.000434372
62.157 61.8284,2.53763,8.0093e-05
62.157 61.8284,2.50769,5.17429e-05
62.157 61.8284,2.47775,5.66799e-05
62.157 61.8284,2.44781,0.000108039
62.157 61.8284,2.41787,0.0012504
62.157 61.8284,2.38794,6.61364e-05
62.157 61.8284,2.358,0.000168951
62.157 61.8284,2.32806,0.000190049
62.157 61.8284,2.29812,0.00288263
62.157 61.8284,2.26818,0.000611028
62.157 61.8284,2.23825,0.000189777
62.157 61.8284,2.20831,0.000120937
62.157 61.8284,2.17837,0.000549508
62.157 61.8284,2.14843,0.00169232
62.157 61.8284,2.11849,-2.97611e-05
62.157 61.8284,2.08856,8.3334e-05
62.157 61.8284,2.05862,7.73803e-05
62.157 61.8284,2.02868,0.00206786
62.157 61.8284,1.99874,0.000445441
62.157 61.8284,1.9688,0.00287297
62.157 61.8284,1.93886,0.000204229
62.157 61.8284,1.90893,4.0635e-05
62.157 61.8284,1.87899,3.50317e-05
62.157 61.8284,1.84905,7.77761e-05
62.157 61.8284,1.81911,0.0016028
62.157 61.8284,1.78917,0.00353741
62.157 61.8284,1.75924,0.00345654
62.157 61.8284,1.7293,0.00496898
62.157 61.8284,1.69936,0.000954379
62.157 61.8284,1.66942,6.29016e-05
62.157 61.8284,1.63948,0.000125913
62.157 61.8284,1.60954,0.000123167
62.157 61.8284,1.57961,9.11645e-05
62.157 61.8284,1.54967,5.92934e-05
62.157 61.8284,1.51973,5.82451e-05
62.157 61.8284,1.48979,0.000106922
62.157 61.8284,1.45985,3.98793e-05
62.157 61.8284,1.42992,2.20601e-05
62.157 61.8284,1.39998,-2.55177e-05
62.157 61.8284,1.37004,0.000209365
62.157 61.8284,1.3401,0.000668901
62.157 61.8284,1.31016,7.96109e-06
62.157 61.8284,1.28022,5.90471e-06
62.157 61.8284,1.25029,-4.73637e-05
62.157 61.8284,1.22035,0.000747059
62.157 61.8284,1.19041,0.00228647
62.157 61.8284,1.16047,0.00155387
62.157 61.8284,1.13053,0.00275162
62.157 61.8284,1.1006,0.000722783
62.157 61.8284,1.07066,0.00525976
62.157 61.8284,1.04072,0.00600398
62.157 61.8284,1.01078,0.0025413
62.157 61.8284,0.980843,7.45542e-05
62.157 61.8284,0.950905,0.000364931
62.157 61.8284,0.920967,0.00135544
62.157 61.8284,0.891029,8.80458e-05
62.157 61.8284,0.861091,0.000676675
62.157 61.8284,0.831152,0.00213688
62.157 61.8284,0.801214,9.27022e-05
62.157 61.8284,0.771276,0.00256727
62.157 61.8284,0.741338,0.00476316
62.157 61.8284,0.7114,0.00102728
62.157 61.8284,0.681462,0.00219576
62.157 61.8284,0.651523,0.00515988
62.157 61.8284,0.621585,0.00421826
62.157 61.8284,0.591647,0.00361324
62.157 61.8284,0.561709,0.00234832
62.157 61.8284,0.531771,0.00205804
62.157 61.8284,0.501833,0.000131213
62.157 61.8284,0.471894,9.78974e-05
62.157 61.8284,0.441956,0.000822042
62.157 61.8284,0.412018,0.0036757
62.157 61.8284,0.38208,0.000284199
62.157 61.8284,0.352142,7.16408e-05
62.157 61.8284,0.322204,7.14813e-05
62.157 61.8284,0.292266,0.000101051
62.157 61.8284,0.262327,9.81865e-05
62.157 61.8284,0.232389,1.71745e-05
62.157 61.8284,0.202451,2.50115e-05
62.157 61.8284,0.172513,1.37741e-05
62.157 61.8284,0.142575,-0.0024051
62.157 61.8284,0.112637,1.33906
62.157 61.8284,0.0826984,0.528822
62.157 61.8284,0.0527602,0.0262068
62.157 61.8284,0.0228221,0.0208461
62.157 61.8284,-0.0071161,0.0122548
62.157 61.8284,-0.0370543,0.0104696
62.157 61.8284,-0.0669924,0.00777798
62.157 61.8284,-0.0969306,0.00699543
62.157 61.8284,-0.126869,0.00610769
62.157 61.8284,-0.156807,0.00539725
62.157 61.8284,-0.186745,0.00396878
62.157 61.8284,-0.216683,0.00316363
62.157 61.8284,-0.246621,0.00283043
62.157 61.8284,-0.27656,0.00230711
62.157 61.8284,-0.306498,0.00222885
62.157 61.8284,-0.336436,0.00184616
62.157 61.8284,-0.366374,0.00275436
62.157 61.8284,-0.396312,0.00196422
62.157 61.8284,-0.42625,0.00227548
62.157 61.8284,-0.456188,0.00120387
62.157 61.8284,-0.620848,0.000508765
62.157 61.8284,-0.92023,0.000192628
62.157 61.8284,-1.21961,7.90958e-05
62.157 61.8284,-1.51899,0.00010597
62.157 61.8284,-1.81837,7.20353e-05
61.9466 61.5406,39.4963,-9.26518e-07
61.9466 61.5406,39.1969,1.76486e-05
61.9466 61.5406,38.8975,4.21179e-06
61.9466 61.5406,38.5981,1.08379e-05
61.9466 61.5406,38.2988,1.22357e-05
61.9466 61.5406,37.9994,1.17829e-05
61.9466 61.5406,37.7,4.43479e-05
61.9466 61.5406,37.4006,8.97656e-06
61.9466 61.5406,37.1012,8.54064e-06
61.9466 61.5406,36.8019,-2.47263e-06
61.9466 61.5406,36.5025,-2.89753e-06
61.9466 61.5406,36.2031,-2.6409e-06
61.9466 61.5406,35.9037,1.31151e-06
61.9466 61.5406,35.6043,3.24721e-05
61.9466 61.5406,35.3049,2.29168e-06
61.9466 61.5406,35.0056,3.12462e-07
61.9466 61.5406,34.7062,1.70652e-05
61.9466 61.5406,34.4068,1.77881e-05
61.9466 61.5406,34.1074,4.25038e-05
61.9466 61.5406,33.808,7.83364e-06
61.9466 61.5406,33.5087,-8.04864e-07
61.9466 61.5406,33.2093,1.86919e-05
61.9466 61.5406,32.9099,1.23844e-06
61.9466 61.5406,32.6105,-1.11261e-06
61.9466 61.5406,32.3111,1.21823e-06
61.9466 61.5406,32.0117,2.55779e-05
61.9466 61.5406,31.7124,5.71528e-05
61.9466 61.5406,31.413,7.0735e-06
61.9466 61.5406,31.1136,9.00893e-06
61.9466 61.5406,30.8142,5.57749e-05
61.9466 61.5406,30.5148,8.11771e-05
61.9466 61.5406,30.2155,6.90382e-05
61.9466 61.5406,29.976,1.08143e-05
61.9466 61.5406,29.7963,2.09589e-06
61.9466 61.5406,29.6167,1.22412e-06
61.9466 61.5406,29.4371,-5.83371e-06
61.9466 61.5406,29.2574,-3.53113e-06
61.9466 61.5406,29.0778,3.94924e-06
61.9466 61.5406,28.8982,3.5789e-06
61.9466 61.5406,28.7185,-3.80155e-06
61.9466 61.5406,28.5389,-2.82327e-06
61.9466 61.5406,28.3593,-1.53962e-06
61.9466 61.5406,28.1797,-1.07633e-08
61.9466 61.5406,28.0,1.50146e-06
61.9466 61.5406,27.8204,5.24574e-05
61.9466 61.5406,27.6408,1.10739e-05
61.9466 61.5406,27.4611,3.05665e-06
61.9466 61.5406,27.2815,-5.11749e-06
61.9466 61.5406,27.1019,4.16583e-05
61.9466 61.5406,26.9223,7.54569e-06
61.9466 61.5406,26.7426,-7.25583e-07
61.9466 61.5406,26.563,-6.20405e-06
61.9466 61.5406,26.3834,0.000175116
61.9466 61.5406,26.2037,3.65802e-05
61.9466 61.5406,26.0241,5.48915e-05
61.9466 61.5406,25.8445,5.47371e-06
61.9466 61.5406,25.6649,8.79972e-05
61.9466 61.5406,25.4852,2.18834e-05
61.9466 61.5406,25.3056,0.000186758
61.9466 61.5406,25.126,0.000112161
61.9466 61.5406,24.9463,5.8641e-05
61.9466 61.5406,24.7667,5.50754e-05
61.9466 61.5406,24.5871,1.25528e-05
61.9466 61.5406,24.4075,7.24264e-05
61.9466 61.5406,24.2278,9.09993e-05
61.9466 61.5406,24.0482,1.1084e-05
61.9466 61.5406,23.8686,0.000137531
61.9466 61.5406,23.6889,2.32292e-05
61.9466 61.5406,23.5093,8.2069e-05
61.9466 61.5406,23.3297,1.89701e-05
61.9466 61.5406,23.1501,8.75881e-05
