xy,z,val
42.8656 2.31367,20.6352,5.10882e-05
42.8656 2.31367,20.4556,-3.63476e-07
42.8656 2.31367,20.276,0.000104102
42.8656 2.31367,20.1562,0.000158497
42.8656 2.31367,20.0964,0.000142334
42.8656 2.31367,20.0365,0.000240546
42.8656 2.31367,19.9766,1.25046e-05
42.8656 2.31367,19.9167,-8.35492e-06
42.8656 2.31367,19.8569,-6.01242e-06
42.8656 2.31367,19.797,1.49707e-05
42.8656 2.31367,19.7371,7.26008e-06
42.8656 2.31367,19.6772,5.73562e-05
42.8656 2.31367,19.6173,0.000495274
42.8656 2.31367,19.5575,2.21376e-05
42.8656 2.31367,19.4976,2.3954e-05
42.8656 2.31367,19.4377,7.42309e-06
42.8656 2.31367,19.3778,0.000211634
42.8656 2.31367,19.318,3.97891e-05
42.8656 2.31367,19.2581,0.000176553
42.8656 2.31367,19.1982,2.83627e-05
42.8656 2.31367,19.1383,1.01538e-07
42.8656 2.31367,19.0785,0.000500991
42.8656 2.31367,19.0186,0.000408468
42.8656 2.31367,18.9587,1.65809e-05
42.8656 2.31367,18.8988,1.33455e-05
42.8656 2.31367,18.839,0.000703965
42.8656 2.31367,18.7791,1.49112e-05
42.8656 2.31367,18.7192,0.000387166
42.8656 2.31367,18.6593,1.79103e-05
42.8656 2.31367,18.5995,2.50962e-05
42.8656 2.31367,18.5396,0.000386895
42.8656 2.31367,18.4797,3.13677e-05
42.8656 2.31367,18.4198,1.53946e-05
42.8656 2.31367,18.3599,4.074e-06
42.8656 2.31367,18.3001,0.000337501
42.8656 2.31367,18.2402,0.000418276
42.8656 2.31367,18.1803,2.29021e-05
42.8656 2.31367,18.1204,9.99754e-06
42.8656 2.31367,18.0606,0.000180916
42.8656 2.31367,18.0007,0.000635563
42.8656 2.31367,17.9408,1.20964e-05
42.8656 2.31367,17.8809,0.000223762
42.8656 2.31367,17.8211,0.000382426
42.8656 2.31367,17.7612,2.68656e-05
42.8656 2.31367,17.7013,0.000933981
42.8656 2.31367,17.6414,4.54946e-05
42.8656 2.31367,17.5816,0.000210863
42.8656 2.31367,17.5217,0.000964913
42.8656 2.31367,17.4618,5.93926e-05
42.8656 2.31367,17.4019,0.00120851
42.8656 2.31367,17.342,0.00065311
42.8656 2.31367,17.2822,9.05695e-05
42.8656 2.31367,17.2223,0.000242692
42.8656 2.31367,17.1624,9.42578e-05
42.8656 2.31367,17.1025,0.000595446
42.8656 2.31367,17.0427,0.000792192
42.8656 2.31367,16.9828,0.000455842
42.8656 2.31367,16.9229,0.000854941
42.8656 2.31367,16.863,0.000730541
42.8656 2.31367,16.8032,0.00303481
42.8656 2.31367,16.7433,0.00225632
42.8656 2.31367,16.6834,0.0017508
42.8656 2.31367,16.6235,0.0034242
42.8656 2.31367,16.5637,0.00174759
42.8656 2.31367,16.5038,0.000564825
42.8656 2.31367,16.4439,0.000403395
42.8656 2.31367,16.384,0.000319666
42.8656 2.31367,16.3242,0.00014918
42.8656 2.31367,16.2643,8.28191e-05
42.8656 2.31367,16.2044,0.001657
42.8656 2.31367,16.1445,0.0033731
42.8656 2.31367,16.0846,0.00477672
42.8656 2.31367,16.0248,0.00571585
42.8656 2.31367,15.9649,0.00441756
42.8656 2.31367,15.905,0.0019564
42.8656 2.31367,15.8451,0.0011618
42.8656 2.31367,15.7853,0.00110612
42.8656 2.31367,15.7254,0.00137109
42.8656 2.31367,15.6655,0.00171415
42.8656 2.31367,15.6056,0.00133197
42.8656 2.31367,15.5458,0.00063729
42.8656 2.31367,15.4859,0.000109742
42.8656 2.31367,15.426,0.00239983
42.8656 2.31367,15.3661,0.000341333
42.8656 2.31367,15.3063,0.00231018
42.8656 2.31367,15.2464,0.00130021
42.8656 2.31367,15.1865,0.00122952
42.8656 2.31367,15.1266,0.0020216
42.8656 2.31367,15.0667,0.000166112
42.8656 2.31367,15.0069,0.000599238
42.8656 2.31367,14.947,0.000224645
42.8656 2.31367,14.8871,0.00132447
42.8656 2.31367,14.8272,0.000345861
42.8656 2.31367,14.7674,6.88455e-05
42.8656 2.31367,14.7075,0.000466703
42.8656 2.31367,14.6476,0.000236382
42.8656 2.31367,14.5877,4.70002e-05
42.8656 2.31367,14.5279,1.63351e-06
42.8656 2.31367,14.468,-7.94501e-06
42.8656 2.31367,14.4081,2.30755e-05
42.8656 2.31367,14.3482,0.000677696
42.8656 2.31367,14.2884,0.0006311
42.8656 2.31367,14.2285,3.19388e-05
42.8656 2.31367,14.1686,0.000238291
42.8656 2.31367,14.1087,3.47363e-05
42.8656 2.31367,14.0489,0.000840737
42.8656 2.31367,13.989,0.00117244
42.8656 2.31367,13.9291,0.000694454
42.8656 2.31367,13.8692,3.20098e-05
42.8656 2.31367,13.8093,0.000115136
42.8656 2.31367,13.7495,1.91987e-05
42.8656 2.31367,13.6896,0.000966087
42.8656 2.31367,13.6297,0.000476048
42.8656 2.31367,13.5698,3.92244e-05
42.8656 2.31367,13.51,0.000416421
42.8656 2.31367,13.4501,0.00030946
42.8656 2.31367,13.3902,0.000364031
42.8656 2.31367,13.3303,0.000232867
42.8656 2.31367,13.2705,0.000439579
42.8656 2.31367,13.2106,3.09091e-05
42.8656 2.31367,13.1507,1.94835e-05
42.8656 2.31367,13.0908,0.00118589
42.8656 2.31367,13.031,0.000788008
42.8656 2.31367,12.9711,5.32008e-05
42.8656 2.31367,12.9112,0.000437059
42.8656 2.31367,12.8513,1.32909e-05
42.8656 2.31367,12.7914,-7.92938e-06
42.8656 2.31367,12.7316,0.000132751
42.8656 2.31367,12.6717,0.000111178
42.8656 2.31367,12.6118,2.50185e-05
42.8656 2.31367,12.5519,0.000159055
42.8656 2.31367,12.4921,3.85583e-05
42.8656 2.31367,12.4322,1.13289e-05
42.8656 2.31367,12.3723,0.000189047
42.8656 2.31367,12.3124,0.000382465
42.8656 2.31367,12.2526,0.000109137
42.8656 2.31367,12.1927,1.80552e-05
42.8656 2.31367,12.1328,0.000407397
42.8656 2.31367,12.0729,0.00110098
42.8656 2.31367,12.0131,0.000645184
42.8656 2.31367,11.9532,6.30846e-05
42.8656 2.31367,11.8933,0.000682975
42.8656 2.31367,11.8334,0.000333384
42.8656 2.31367,11.7736,2.79104e-05
42.8656 2.31367,11.7137,3.77963e-05
42.8656 2.31367,11.6538,0.000768085
42.8656 2.31367,11.5939,0.000418773
42.8656 2.31367,11.534,0.000547535
42.8656 2.31367,11.4742,0.000550839
42.8656 2.31367,11.4143,2.6509e-05
42.8656 2.31367,11.3544,0.000582775
42.8656 2.31367,11.2945,1.57363e-05
42.8656 2.31367,11.2347,3.52918e-05
42.8656 2.31367,11.1748,0.000117627
42.8656 2.31367,11.1149,0.000205954
42.8656 2.31367,11.055,0.000428631
42.8656 2.31367,10.9952,0.0010815
42.8656 2.31367,10.9353,0.000173246
42.8656 2.31367,10.8754,0.000733334
42.8656 2.31367,10.8155,0.000423674
42.8656 2.31367,10.7557,0.000437959
42.8656 2.31367,10.6958,0.000395861
42.8656 2.31367,10.6359,1.49738e-05
42.8656 2.31367,10.576,2.22086e-05
42.8656 2.31367,10.5161,3.59074e-05
42.8656 2.31367,10.4563,0.000983209
42.8656 2.31367,10.3964,0.000589802
42.8656 2.31367,10.3365,0.000539825
42.8656 2.31367,10.2766,0.000755637
42.8656 2.31367,10.2168,0.000326309
42.8656 2.31367,10.1569,8.41633e-05
42.8656 2.31367,10.097,0.000408754
42.8656 2.31367,10.0371,0.00104708
42.8656 2.31367,9.97726,0.000260201
42.8656 2.31367,9.91738,1.63226e-05
42.8656 2.31367,9.85751,3.68371e-05
42.8656 2.31367,9.79763,0.000159347
42.8656 2.31367,9.73775,0.00068075
42.8656 2.31367,9.67788,0.00114374
42.8656 2.31367,9.618,0.000616737
42.8656 2.31367,9.55813,0.000595856
42.8656 2.31367,9.49825,0.000202631
42.8656 2.31367,9.43837,0.000258341
42.8656 2.31367,9.3785,0.000986863
42.8656 2.31367,9.31862,0.000178717
42.8656 2.31367,9.25874,0.000470296
42.8656 2.31367,9.19887,0.000732714
42.8656 2.31367,9.13899,0.000253662
42.8656 2.31367,9.07912,0.000777413
42.8656 2.31367,9.01924,0.000807516
42.8656 2.31367,8.95936,0.00094015
42.8656 2.31367,8.89949,0.00310728
42.8656 2.31367,8.83961,0.00181418
42.8656 2.31367,8.77973,0.000786169
42.8656 2.31367,8.71986,0.000794412
42.8656 2.31367,8.65998,0.000533152
42.8656 2.31367,8.60011,0.00100068
42.8656 2.31367,8.54023,0.000566245
42.8656 2.31367,8.48035,0.000188943
42.8656 2.31367,8.42048,0.000428614
42.8656 2.31367,8.3606,0.00122616
42.8656 2.31367,8.30072,0.000304143
42.8656 2.31367,8.24085,0.00031627
42.8656 2.31367,8.19594,0.000364607
42.8656 2.31367,8.166,0.000364639
42.8656 2.31367,8.13606,2.71344e-05
42.8656 2.31367,8.10613,2.78445e-05
42.8656 2.31367,8.07619,-2.2271e-05
42.8656 2.31367,8.04625,1.80585e-05
42.8656 2.31367,8.01631,0.00116748
42.8656 2.31367,7.98637,0.00132594
42.8656 2.31367,7.95643,-2.05065e-05
42.8656 2.31367,7.9265,4.46441e-05
42.8656 2.31367,7.89656,-3.22494e-05
42.8656 2.31367,7.86662,1.33226e-05
42.8656 2.31367,7.83668,1.66669e-05
42.8656 2.31367,7.80674,1.67105e-05
42.8656 2.31367,7.77681,0.00114516
42.8656 2.31367,7.74687,0.000598058
42.8656 2.31367,7.71693,0.00165588
42.8656 2.31367,7.68699,0.000275632
42.8656 2.31367,7.65705,-7.3492e-06
42.8656 2.31367,7.62711,1.88731e-06
42.8656 2.31367,7.59718,-4.50224e-08
42.8656 2.31367,7.56724,3.4029e-05
42.8656 2.31367,7.5373,-3.51648e-05
42.8656 2.31367,7.50736,5.56547e-05
42.8656 2.31367,7.47742,-2.36821e-05
42.8656 2.31367,7.44749,0.00107308
42.8656 2.31367,7.41755,0.000415935
42.8656 2.31367,7.38761,-2.18236e-05
42.8656 2.31367,7.35767,3.78124e-05
42.8656 2.31367,7.32773,2.19484e-05
42.8656 2.31367,7.2978,6.86402e-07
42.8656 2.31367,7.26786,-2.35953e-05
42.8656 2.31367,7.23792,0.00132484
42.8656 2.31367,7.20798,0.000572109
42.8656 2.31367,7.17804,-1.47733e-05
42.8656 2.31367,7.1481,0.00401683
42.8656 2.31367,7.11817,0.000590712
42.8656 2.31367,7.08823,1.54124e-05
42.8656 2.31367,7.05829,0.000514636
42.8656 2.31367,7.02835,-5.14754e-05
42.8656 2.31367,6.99841,3.22658e-05
42.8656 2.31367,6.96848,0.000219381
42.8656 2.31367,6.93854,0.000104992
42.8656 2.31367,6.9086,-7.89262e-05
42.8656 2.31367,6.87866,3.54887e-05
42.8656 2.31367,6.84872,8.43648e-06
42.8656 2.31367,6.81878,5.41832e-06
42.8656 2.31367,6.78885,3.28763e-05
42.8656 2.31367,6.75891,-5.70505e-06
42.8656 2.31367,6.72897,0.000884415
42.8656 2.31367,6.69903,0.00122435
42.8656 2.31367,6.66909,-3.21244e-05
42.8656 2.31367,6.63916,0.000116668
42.8656 2.31367,6.60922,0.00157824
42.8656 2.31367,6.57928,0.00449492
42.8656 2.31367,6.54934,0.000311979
42.8656 2.31367,6.5194,-2.07815e-05
42.8656 2.31367,6.48946,6.09187e-05
42.8656 2.31367,6.45953,0.00134202
42.8656 2.31367,6.42959,0.00287647
42.8656 2.31367,6.39965,-1.3794e-05
42.8656 2.31367,6.36971,5.82476e-05
42.8656 2.31367,6.33977,4.12019e-05
42.8656 2.31367,6.30984,2.42817e-05
42.8656 2.31367,6.2799,3.17383e-05
42.8656 2.31367,6.24996,1.12663e-05
42.8656 2.31367,6.22002,2.57851e-05
42.8656 2.31367,6.19008,3.14777e-05
42.8656 2.31367,6.16014,-5.40186e-06
42.8656 2.31367,6.13021,0.00025372
42.8656 2.31367,6.10027,0.000414372
42.8656 2.31367,6.07033,5.74581e-05
42.8656 2.31367,6.04039,3.55492e-05
42.8656 2.31367,6.01045,-9.34887e-06
42.8656 2.31367,5.98052,3.71506e-05
42.8656 2.31367,5.95058,0.00362561
42.8656 2.31367,5.92064,0.000455522
42.8656 2.31367,5.8907,8.98881e-05
42.8656 2.31367,5.86076,3.31091e-05
42.8656 2.31367,5.83083,3.40869e-05
42.8656 2.31367,5.80089,2.15824e-05
42.8656 2.31367,5.77095,5.92723e-05
42.8656 2.31367,5.74101,0.000910925
42.8656 2.31367,5.71107,0.00127503
42.8656 2.31367,5.68113,8.13018e-05
42.8656 2.31367,5.6512,0.000143994
42.8656 2.31367,5.62126,3.45854e-05
42.8656 2.31367,5.59132,1.255e-07
42.8656 2.31367,5.56138,9.25426e-05
42.8656 2.31367,5.53144,9.17323e-05
42.8656 2.31367,5.50151,-1.39934e-05
42.8656 2.31367,5.47157,0.000948051
42.8656 2.31367,5.44163,0.00198669
42.8656 2.31367,5.41169,5.18218e-05
42.8656 2.31367,5.38175,9.73545e-05
42.8656 2.31367,5.35181,2.8889e-05
42.8656 2.31367,5.32188,-3.9837e-05
42.8656 2.31367,5.29194,8.44822e-06
42.8656 2.31367,5.262,2.84706e-05
42.8656 2.31367,5.23206,2.68241e-06
42.8656 2.31367,5.20212,-3.53668e-06
42.8656 2.31367,5.17219,7.90211e-05
42.8656 2.31367,5.14225,4.91095e-05
42.8656 2.31367,5.11231,0.00207726
42.8656 2.31367,5.08237,0.000256163
42.8656 2.31367,5.05243,2.07887e-05
42.8656 2.31367,5.02249,8.07405e-05
42.8656 2.31367,4.99256,0.00201668
42.8656 2.31367,4.96262,0.000699085
42.8656 2.31367,4.93268,-1.21226e-05
42.8656 2.31367,4.90274,9.52933e-05
42.8656 2.31367,4.8728,0.000110972
42.8656 2.31367,4.84287,3.97352e-05
42.8656 2.31367,4.81293,4.67339e-05
42.8656 2.31367,4.78299,2.4022e-05
42.8656 2.31367,4.75305,6.26387e-05
42.8656 2.31367,4.72311,8.54258e-05
42.8656 2.31367,4.69318,5.22877e-05
42.8656 2.31367,4.66324,0.000188288
42.8656 2.31367,4.6333,0.000188329
42.8656 2.31367,4.60336,2.22515e-05
42.8656 2.31367,4.57342,0.000309251
42.8656 2.31367,4.54348,0.000474028
42.8656 2.31367,4.51355,-7.05776e-05
42.8656 2.31367,4.48361,9.57796e-05
42.8656 2.31367,4.45367,-1.00491e-05
42.8656 2.31367,4.42373,0.00226077
42.8656 2.31367,4.39379,0.00259634
42.8656 2.31367,4.36386,6.00572e-05
42.8656 2.31367,4.33392,8.70606e-05
42.8656 2.31367,4.30398,0.00100978
42.8656 2.31367,4.27404,0.00030951
42.8656 2.31367,4.2441,2.78626e-05
42.8656 2.31367,4.21416,0.000650992
42.8656 2.31367,4.18423,0.000855221
42.8656 2.31367,4.15429,1.72609e-05
42.8656 2.31367,4.12435,0.0010312
42.8656 2.31367,4.09441,5.91453e-06
42.8656 2.31367,4.06447,4.69636e-05
42.8656 2.31367,4.03454,0.00262789
42.8656 2.31367,4.0046,0.0033374
42.8656 2.31367,3.97466,0.000111146
42.8656 2.31367,3.94472,6.7519e-05
42.8656 2.31367,3.91478,9.48568e-05
42.8656 2.31367,3.88484,2.13802e-05
42.8656 2.31367,3.85491,5.63861e-05
42.8656 2.31367,3.82497,9.04636e-06
42.8656 2.31367,3.79503,2.89678e-07
42.8656 2.31367,3.76509,-1.67502e-06
42.8656 2.31367,3.73515,5.33051e-05
42.8656 2.31367,3.70522,3.5816e-05
42.8656 2.31367,3.67528,5.45412e-05
42.8656 2.31367,3.64534,4.72536e-05
42.8656 2.31367,3.6154,0.000811171
42.8656 2.31367,3.58546,0.00197515
42.8656 2.31367,3.55553,-1.35437e-06
42.8656 2.31367,3.52559,4.98126e-05
42.8656 2.31367,3.49565,0.000112604
42.8656 2.31367,3.46571,0.00275935
42.8656 2.31367,3.43577,0.000175198
42.8656 2.31367,3.40583,0.00228241
42.8656 2.31367,3.3759,0.00438362
42.8656 2.31367,3.34596,0.000280149
42.8656 2.31367,3.31602,4.90067e-05
42.8656 2.31367,3.28608,0.00129757
42.8656 2.31367,3.25614,0.000626597
42.8656 2.31367,3.22621,0.000989012
42.8656 2.31367,3.19627,0.00155846
42.8656 2.31367,3.16633,-6.65279e-05
42.8656 2.31367,3.13639,0.000145171
42.8656 2.31367,3.10645,8.18998e-05
42.8656 2.31367,3.07651,0.00258258
42.8656 2.31367,3.04658,0.00229868
42.8656 2.31367,3.01664,2.64285e-05
42.8656 2.31367,2.9867,0.000111903
42.8656 2.31367,2.95676,0.00106704
42.8656 2.31367,2.92682,0.00121384
42.8656 2.31367,2.89689,5.43928e-05
42.8656 2.31367,2.86695,8.41087e-05
42.8656 2.31367,2.83701,9.18446e-05
42.8656 2.31367,2.80707,0.0011376
42.8656 2.31367,2.77713,7.58993e-05
42.8656 2.31367,2.74719,6.69704e-05
42.8656 2.31367,2.71726,0.000109413
42.8656 2.31367,2.68732,0.00194227
42.8656 2.31367,2.65738,0.00280141
42.8656 2.31367,2.62744,0.00372385
42.8656 2.31367,2.5975,0.00100951
42.8656 2.31367,2.56757,0.00147857
42.8656 2.31367,2.53763,0.00236794
42.8656 2.31367,2.50769,0.00186127
42.8656 2.31367,2.47775,0.0015787
42.8656 2.31367,2.44781,0.00838187
42.8656 2.31367,2.41787,0.00253944
42.8656 2.31367,2.38794,0.00207444
42.8656 2.31367,2.358,0.0017383
42.8656 2.31367,2.32806,0.00384782
42.8656 2.31367,2.29812,0.00292743
42.8656 2.31367,2.26818,0.000497584
42.8656 2.31367,2.23825,0.000128169
42.8656 2.31367,2.20831,0.000149722
42.8656 2.31367,2.17837,0.00220357
42.8656 2.31367,2.14843,0.00034261
42.8656 2.31367,2.11849,0.00195182
42.8656 2.31367,2.08856,0.0046671
42.8656 2.31367,2.05862,0.000937272
42.8656 2.31367,2.02868,4.20824e-05
42.8656 2.31367,1.99874,0.000115686
42.8656 2.31367,1.9688,0.00215893
42.8656 2.31367,1.93886,0.000584458
42.8656 2.31367,1.90893,2.69213e-05
42.8656 2.31367,1.87899,0.000135662
42.8656 2.31367,1.84905,7.87072e-05
42.8656 2.31367,1.81911,4.34465e-05
42.8656 2.31367,1.78917,0.00604372
42.8656 2.31367,1.75924,0.00692634
42.8656 2.31367,1.7293,0.00261135
42.8656 2.31367,1.69936,0.000750747
42.8656 2.31367,1.66942,0.0036569
42.8656 2.31367,1.63948,0.0049624
42.8656 2.31367,1.60954,0.00352861
42.8656 2.31367,1.57961,0.000821194
42.8656 2.31367,1.54967,0.00259161
42.8656 2.31367,1.51973,0.00635339
42.8656 2.31367,1.48979,0.00189323
42.8656 2.31367,1.45985,0.000101692
42.8656 2.31367,1.42992,5.91759e-05
42.8656 2.31367,1.39998,0.000380462
42.8656 2.31367,1.37004,0.00468916
42.8656 2.31367,1.3401,0.00163766
42.8656 2.31367,1.31016,0.00133678
42.8656 2.31367,1.28022,0.00366353
42.8656 2.31367,1.25029,0.00084206
42.8656 2.31367,1.22035,9.29368e-05
42.8656 2.31367,1.19041,6.23324e-05
42.8656 2.31367,1.16047,7.27495e-05
42.8656 2.31367,1.13053,0.00148315
42.8656 2.31367,1.1006,0.0014762
42.8656 2.31367,1.07066,-4.416e-06
42.8656 2.31367,1.04072,5.85118e-05
42.8656 2.31367,1.01078,0.00245022
42.8656 2.31367,0.980843,0.00198271
42.8656 2.31367,0.950905,0.000486905
42.8656 2.31367,0.920967,0.00182463
42.8656 2.31367,0.891029,0.0030572
42.8656 2.31367,0.861091,0.000428716
42.8656 2.31367,0.831152,0.00169199
42.8656 2.31367,0.801214,0.000180436
42.8656 2.31367,0.771276,0.000155532
42.8656 2.31367,0.741338,0.00216716
42.8656 2.31367,0.7114,0.000352793
42.8656 2.31367,0.681462,0.000271026
42.8656 2.31367,0.651523,0.000181037
42.8656 2.31367,0.621585,0.00016617
42.8656 2.31367,0.591647,-6.44877e-06
42.8656 2.31367,0.561709,5.28154e-05
42.8656 2.31367,0.531771,0.00222232
42.8656 2.31367,0.501833,0.00164856
42.8656 2.31367,0.471894,0.00209347
42.8656 2.31367,0.441956,0.00484362
42.8656 2.31367,0.412018,0.00403914
42.8656 2.31367,0.38208,0.00270606
42.8656 2.31367,0.352142,0.000898146
42.8656 2.31367,0.322204,0.000327739
42.8656 2.31367,0.292266,0.00112879
42.8656 2.31367,0.262327,0.284293
42.8656 2.31367,0.232389,0.646654
42.8656 2.31367,0.202451,0.0339609
42.8656 2.31367,0.172513,0.0107168
42.8656 2.31367,0.142575,0.00698897
42.8656 2.31367,0.112637,0.00619528
42.8656 2.31367,0.0826984,0.00478682
42.8656 2.31367,0.0527602,0.00329575
42.8656 2.31367,0.0228221,0.00297921
42.8656 2.31367,-0.0071161,0.00291854
42.8656 2.31367,-0.0370543,0.00459668
42.8656 2.31367,-0.0669924,0.00380987
42.8656 2.31367,-0.0969306,0.00196832
42.8656 2.31367,-0.126869,0.00146487
42.8656 2.31367,-0.156807,0.00102907
42.8656 2.31367,-0.186745,0.000844372
42.8656 2.31367,-0.216683,0.000965634
42.8656 2.31367,-0.246621,0.000957916
42.8656 2.31367,-0.27656,0.000482132
42.8656 2.31367,-0.306498,0.000586611
42.8656 2.31367,-0.336436,0.000437061
42.8656 2.31367,-0.366374,0.000438772
42.8656 2.31367,-0.396312,0.00046417
42.8656 2.31367,-0.42625,0.000278287
42.8656 2.31367,-0.456188,0.000275988
42.8656 2.31367,-0.620848,0.000197067
42.8656 2.31367,-0.92023,9.77146e-05
42.8656 2.31367,-1.21961,2.39124e-05
42.8656 2.31367,-1.51899,2.14175e-05
42.8656 2.31367,-1.81837,1.00434e-05
42.8019 2.01225,39.4963,2.64594e-06
42.8019 2.01225,39.1969,3.30136e-06
42.8019 2.01225,38.8975,2.10838e-06
42.8019 2.01225,38.5981,2.77266e-06
42.8019 2.01225,38.2988,2.72638e-06
42.8019 2.01225,37.9994,5.03479e-06
42.8019 2.01225,37.7,8.33473e-08
42.8019 2.01225,37.4006,1.80177e-06
42.8019 2.01225,37.1012,1.33104e-06
42.8019 2.01225,36.8019,2.03537e-06
42.8019 2.01225,36.5025,2.96942e-06
42.8019 2.01225,36.2031,3.03522e-07
42.8019 2.01225,35.9037,4.52753e-05
42.8019 2.01225,35.6043,9.64596e-06
42.8019 2.01225,35.3049,2.91376e-05
42.8019 2.01225,35.0056,1.03829e-05
42.8019 2.01225,34.7062,3.01443e-05
42.8019 2.01225,34.4068,7.09346e-06
42.8019 2.01225,34.1074,1.77697e-05
42.8019 2.01225,33.808,8.93396e-06
42.8019 2.01225,33.5087,1.38619e-07
42.8019 2.01225,33.2093,-3.20894e-06
42.8019 2.01225,32.9099,1.11856e-05
42.8019 2.01225,32.6105,1.35722e-05
42.8019 2.01225,32.3111,3.28699e-06
42.8019 2.01225,32.0117,3.31469e-05
42.8019 2.01225,31.7124,2.39391e-05
42.8019 2.01225,31.413,6.87394e-05
42.8019 2.01225,31.1136,5.08264e-05
42.8019 2.01225,30.8142,6.06929e-06
42.8019 2.01225,30.5148,6.77056e-05
42.8019 2.01225,30.2155,1.19589e-05
42.8019 2.01225,29.976,4.87318e-06
42.8019 2.01225,29.7963,-1.72188e-06
42.8019 2.01225,29.6167,-2.44386e-06
42.8019 2.01225,29.4371,3.02028e-06
42.8019 2.01225,29.2574,-3.74071e-06
42.8019 2.01225,29.0778,7.28864e-05
42.8019 2.01225,28.8982,2.04265e-05
42.8019 2.01225,28.7185,-2.90186e-07
42.8019 2.01225,28.5389,3.63157e-07
42.8019 2.01225,28.3593,3.12483e-06
42.8019 2.01225,28.1797,-6.52183e-06
42.8019 2.01225,28.0,2.66012e-05
42.8019 2.01225,27.8204,8.51499e-06
42.8019 2.01225,27.6408,9.79829e-05
42.8019 2.01225,27.4611,1.43371e-05
42.8019 2.01225,27.2815,2.7434e-06
42.8019 2.01225,27.1019,2.65426e-06
42.8019 2.01225,26.9223,-2.36404e-06
42.8019 2.01225,26.7426,-4.52267e-07
