time,z
25097362.0833,409.847
25097362.3955,358.081
25097362.5455,380.088
25097362.6262,336.738
25097362.6923,346.374
25097362.7669,361.898
25097362.852,360.704
25097362.9905,376.918
25097363.2052,409.79
25097363.4492,523.11
25097363.7912,783.461
25097363.9333,926.062
25097364.0433,882.987
25097364.1209,885.536
25097364.1955,881.738
25097364.265,865.584
25097364.3271,837.607
25097364.4083,840.278
25097364.5096,783.299
25097364.6287,770.136
25097364.7319,819.289
25097364.8546,714.47
25097364.9619,602.044
25097365.0952,468.598
25097365.2226,497.497
25097365.3164,511.022
25097365.3942,534.388
25097365.4634,608.186
25097365.5541,541.641
25097365.665,488.195
25097365.7814,478.441
25097365.8707,463.462
25097365.9461,457.975
25097366.0386,442.569
25097366.1283,428.653
25097366.1994,424.111
25097366.2578,428.941
25097366.3204,445.813
25097366.3888,477.533
25097366.4494,469.676
25097366.5107,514.079
25097366.5777,492.142
25097366.6494,595.381
25097366.7169,716.682
25097366.7875,910.238
25097366.8577,1070.15
25097366.9312,1363.71
25097367.0066,1259.64
25097367.0777,1289.59
25097367.1484,1303.54
25097367.232,1316.89
25097367.3156,1324.54
25097367.4235,1367.16
25097367.4959,1397.84
25097367.5827,1383.86
25097367.6614,1371.94
25097367.7643,1347.68
25097367.8531,1396.94
25097367.9198,1396.18
25097368.0072,1478.23
25097368.1007,1592.98
25097368.1775,1566.22
25097368.2524,1564.13
25097368.3162,1589.24
25097368.379,1621.0
25097368.4415,1541.83
25097368.4998,1495.05
25097368.5643,1453.19
25097368.6285,1422.54
25097368.6867,1404.13
25097368.7491,1393.35
25097368.8273,1367.59
25097368.898,1376.7
25097368.9693,1339.71
25097369.0671,1354.04
25097369.124,1315.85
25097369.2013,1330.35
25097369.281,1354.94
25097369.3651,1347.72
25097369.4441,1340.32
25097369.5184,1327.49
25097369.5938,1274.21
25097369.6799,1219.48
25097369.7605,1216.04
25097369.8849,1299.46
25097369.9648,1323.31
25097370.0962,1402.12
25097370.2503,1368.28
25097370.3594,1346.03
25097370.4506,1328.56
25097370.5521,1298.46
25097370.6671,1331.85
25097370.7788,1307.85
25097370.952,1251.18
25097371.1195,1283.38
25097371.2945,1251.93
25097371.5013,1142.18
25097371.9099,772.413
25097372.149,909.914
25097372.5701,957.607
25097372.8703,1408.54
25097373.0543,1383.16
25097373.168,1401.12
25097373.6042,1478.77
25097373.762,1534.19
25097373.9455,1758.48
25097374.1586,1846.18
25097374.2298,1929.57
25097374.2903,2010.6
25097374.3707,1981.84
25097374.5605,1782.01
25097374.9238,1569.62
25097375.3224,1585.76
25097375.8924,1647.04
25097376.3138,1734.73
25097376.511,1738.74
25097376.6556,1847.05
25097376.7843,1845.28
25097376.8902,1856.47
25097377.0251,1815.26
25097377.1679,1705.75
25097377.3386,1609.0
25097377.5754,1450.06
25097377.7523,1393.47
25097377.935,1384.95
25097378.2789,1382.09
25097378.4501,1320.31
25097378.7296,1495.9
25097378.9672,1562.16
25097379.0566,1620.74
25097379.1482,1683.84
25097379.2633,1686.91
25097379.3613,1678.35
25097379.4733,1581.35
25097379.5705,1592.35
25097379.6973,1557.11
25097379.7994,1467.9
25097379.886,1484.68
25097379.9806,1551.6
25097380.0713,1604.72
25097380.1574,1611.46
25097380.2351,1654.77
25097380.3127,1624.51
25097380.3992,1560.74
25097380.4815,1519.49
25097380.5815,1507.41
25097380.6726,1487.83
25097380.7587,1445.24
25097380.8321,1418.74
25097380.8646,1406.85
25097380.925,1473.1
25097380.9912,1530.49
25097381.0793,1597.63
25097381.1601,1601.63
25097381.2291,1518.34
25097381.2947,1567.78
25097381.364,1531.58
25097381.4376,1335.31
25097381.5029,1095.11
25097381.5636,1050.57
25097381.6334,1284.91
25097381.6943,1405.76
25097381.7517,1443.15
25097381.8122,1490.07
25097381.8812,1487.77
25097381.9461,1542.3
25097382.0175,1516.7
25097382.0677,1513.36
25097382.1365,1524.27
25097382.1975,1520.69
25097382.2599,1561.66
25097382.3208,1536.97
25097382.3819,1483.59
25097382.4472,1459.59
25097382.5072,1410.13
25097382.5636,1298.32
25097382.6289,1298.72
25097382.6976,1266.34
25097382.7599,1278.54
25097382.8166,1278.73
25097382.8743,1252.17
25097382.9413,1181.44
25097383.0107,1178.33
25097383.1036,1121.06
25097383.3,1033.33
25097383.5129,963.46
25097383.718,1103.9
25097383.8841,1109.02
25097384.0776,1274.04
25097384.2261,1316.73
25097384.4178,1422.96
25097384.5896,1284.95
25097384.7117,1105.77
25097384.8073,884.537
25097384.9242,770.443
25097385.1018,566.628
25097385.2969,573.653
25097385.5195,413.498
25097385.7727,325.821
25097385.9424,307.072
25097386.0494,298.09
25097386.1589,273.119
25097386.2394,274.3
25097386.327,272.733
25097386.4023,273.184
25097386.444,260.267
25097386.4669,260.569
25097386.4833,257.161
25097386.5029,259.435
25097386.5545,262.056
25097386.5785,258.694
25097386.5851,258.908
25097386.5909,235.982
25097386.5968,258.768
25097386.6414,262.177
25097386.6815,258.416
25097386.6897,258.279
25097386.7033,269.781
25097386.7735,275.432
25097386.8408,305.719
25097386.907,287.045
25097386.9722,285.731
25097387.0248,300.29
25097387.0828,278.483
25097387.1366,271.182
25097387.2032,265.763
25097387.2658,260.105
25097387.3294,278.753
25097387.3879,259.795
25097387.4219,255.339
25097387.432,255.535
25097387.4444,255.226
25097387.4777,258.414
25097387.5233,257.295
25097387.601,257.708
25097387.7153,254.811
25097387.8472,571.076
25097387.9423,298.995
25097388.0489,305.228
25097388.139,362.068
25097388.2192,391.939
25097388.2891,414.821
25097388.3554,415.319
25097388.4165,428.99
25097388.4718,468.858
25097388.5323,560.921
25097388.5986,580.689
25097388.6753,488.029
25097388.7484,360.962
25097388.8279,347.231
25097388.9025,370.776
25097388.9785,422.85
25097389.0356,454.183
25097389.0842,447.46
25097389.1324,459.125
25097389.1798,494.747
25097389.2261,496.336
25097389.2761,538.557
25097389.3236,525.181
25097389.3731,568.513
25097389.4203,643.258
25097389.464,632.457
25097389.5107,606.525
25097389.5583,621.327
25097389.6088,595.13
25097389.6588,518.105
25097389.7017,496.199
25097389.7481,414.228
25097389.7934,389.105
25097389.8379,382.517
25097389.8833,373.096
25097389.9332,375.039
25097389.9843,364.497
25097390.0325,350.06
25097390.0854,258.701
25097390.1407,271.844
25097390.2005,261.611
25097390.2515,249.754
25097390.2615,249.701
25097390.2678,249.646
25097390.2947,255.52
25097390.367,262.09
25097390.4375,278.009
25097390.5311,372.899
25097390.6672,386.717
25097390.7377,373.589
25097390.7892,360.72
25097390.8401,360.088
25097390.8952,365.228
25097390.9455,266.194
25097390.9582,260.919
25097390.9928,255.584
25097391.0304,249.927
25097391.0363,246.651
25097391.0428,246.763
25097391.0707,255.46
25097391.136,253.818
25097391.2161,355.412
25097391.2428,459.819
25097391.2488,246.645
25097391.2595,359.849
25097391.3138,269.46
25097391.3693,254.594
25097391.43,245.607
25097391.4872,248.382
25097391.5472,319.099
25097391.6059,501.612
25097391.6606,455.299
25097391.7133,493.636
25097391.7597,509.012
25097391.8066,453.123
25097391.8589,411.946
25097391.9062,452.134
25097391.9521,464.204
25097391.9983,392.216
25097392.0499,411.543
25097392.1009,315.875
25097392.153,371.106
25097392.2129,427.605
25097392.262,356.269
25097392.3036,318.805
25097392.3483,373.044
25097392.399,448.402
25097392.4429,503.253
25097392.4929,418.169
25097392.5383,443.316
25097392.584,449.244
25097392.6347,486.856
25097392.6854,594.795
25097392.7357,644.718
25097392.7865,623.865
25097392.8409,608.135
25097392.8874,518.584
25097392.9536,615.59
25097393.0799,604.573
25097393.1689,639.662
25097393.2303,618.824
25097393.2926,494.764
25097393.3432,445.354
25097393.3987,266.043
25097393.4469,240.469
25097393.4783,237.242
25097393.4851,237.53
25097393.491,237.647
25097393.4966,237.35
25097393.502,237.372
25097393.5309,243.153
25097393.5752,240.563
25097393.627,261.302
25097393.6732,278.146
25097393.7215,284.528
25097393.772,312.924
25097393.8277,340.645
25097393.8899,1261.45
25097393.9673,340.386
25097394.0559,340.774
25097394.1442,340.609
25097394.2076,328.292
25097394.2658,325.934
25097394.3336,308.281
25097394.3889,305.774
25097394.4387,302.291
25097394.4938,294.789
25097394.5479,290.272
25097394.6029,285.928
25097394.6531,277.926
25097394.7011,272.373
25097394.7507,253.14
25097394.8036,238.841
25097394.8561,293.318
25097394.9017,326.866
25097394.9446,294.367
25097394.9917,306.51
25097395.0416,320.787
25097395.0914,366.816
25097395.1393,363.237
25097395.1807,364.636
25097395.2216,369.654
25097395.2691,381.429
25097395.3107,382.447
25097395.3526,378.047
25097395.3962,393.092
25097395.4386,424.102
25097395.482,468.0
25097395.5257,503.66
25097395.5685,535.9
25097395.6123,572.059
25097395.6536,585.47
25097395.693,666.167
25097395.7327,706.69
25097395.7716,718.403
25097395.811,675.886
25097395.8481,755.705
25097395.8784,765.842
25097395.9114,764.935
25097395.9409,764.452
25097395.9741,766.711
25097396.0078,817.037
25097396.0352,822.954
25097396.0615,827.875
25097396.1014,862.055
25097396.1439,840.829
25097396.1859,860.521
25097396.2295,898.544
25097396.2733,894.238
25097396.3217,889.59
25097396.3701,881.485
25097396.4154,895.161
25097396.457,880.169
25097396.4939,867.766
25097396.5293,862.284
25097396.565,857.357
25097396.6008,859.202
25097396.6391,862.473
25097396.6754,857.859
25097396.7129,842.97
25097396.7485,832.59
25097396.7832,826.164
25097396.8248,816.965
25097396.8644,819.837
25097396.9045,809.644
25097396.944,804.633
25097396.9812,798.212
25097397.016,795.828
25097397.0456,798.733
25097397.0755,796.629
25097397.1044,794.141
25097397.1297,787.526
25097397.1566,788.568
25097397.194,749.133
25097397.2337,727.798
25097397.2817,725.18
25097397.3128,723.159
25097397.3474,739.251
25097397.3889,726.495
25097397.4315,745.297
25097397.4672,730.016
25097397.4993,743.945
25097397.5348,740.165
25097397.573,749.151
25097397.6034,743.249
25097397.638,739.622
25097397.677,731.47
25097397.7179,725.759
25097397.757,719.057
25097397.7929,719.201
25097397.8231,719.693
25097397.8494,719.333
25097397.8779,719.044
25097397.9068,718.625
25097397.9323,718.467
25097397.9672,731.059
25097398.007,729.419
25097398.0475,716.237
25097398.0838,709.73
25097398.1234,711.354
25097398.1657,718.904
25097398.2076,726.885
25097398.2493,717.324
25097398.289,711.677
25097398.329,712.178
25097398.3674,707.837
25097398.4089,717.023
25097398.4468,734.239
25097398.486,553.649
25097398.528,734.574
25097398.5678,743.414
25097398.6078,622.923
25097398.6472,752.463
25097398.6831,755.091
25097398.7168,760.076
25097398.7534,760.792
25097398.7854,760.152
25097398.8219,756.93
25097398.8641,753.503
25097398.9115,750.946
25097398.957,750.988
25097398.9919,750.408
25097399.024,756.527
25097399.0675,760.875
25097399.1134,750.329
25097399.1486,742.202
25097399.1763,740.544
25097399.2052,740.591
25097399.2287,739.926
25097399.2533,738.655
25097399.2841,738.393
25097399.3199,737.881
25097399.3574,738.089
25097399.3899,738.777
25097399.4171,739.174
25097399.4468,743.563
25097399.4814,749.226
25097399.5289,750.009
25097399.5783,744.174
25097399.6143,738.992
25097399.65,731.908
25097399.6796,727.19
25097399.7111,722.31
25097399.749,716.394
25097399.7846,707.39
25097399.8262,644.593
25097399.8636,593.433
25097399.9041,534.264
25097399.9485,463.658
25097399.9954,427.184
25097400.0449,393.318
25097400.0962,367.374
25097400.1435,354.118
25097400.1907,340.811
25097400.2469,316.163
25097400.2929,310.007
25097400.3406,274.698
25097400.3579,269.688
25097400.3841,271.632
25097400.4086,271.79
25097400.4326,271.397
25097400.4457,271.632
25097400.4708,279.045
25097400.5307,315.377
25097400.57,347.053
25097400.6088,369.522
25097400.6504,389.5
25097400.6971,417.086
25097400.7389,454.066
25097400.7786,489.69
25097400.8178,542.822
25097400.8558,587.551
25097400.894,653.213
25097400.9301,654.081
25097400.9563,651.022
25097400.9946,618.541
25097401.0333,580.315
25097401.0707,553.675
25097401.1069,540.412
25097401.1459,543.648
25097401.1857,565.93
25097401.2263,581.862
25097401.2619,589.821
25097401.2991,598.512
25097401.3402,618.534
25097401.3761,652.88
25097401.4102,658.235
25097401.4454,663.262
25097401.4824,665.677
25097401.5191,677.108
25097401.5527,680.396
25097401.5781,686.802
25097401.6063,687.777
25097401.6334,684.072
25097401.6704,644.593
25097401.7081,654.523
25097401.7448,645.306
25097401.7831,591.567
25097401.8186,572.011
25097401.8565,562.161
25097401.8958,584.584
25097401.94,562.471
25097401.9839,556.345
25097402.0255,527.083
25097402.0636,467.276
25097402.1032,523.627
25097402.1413,574.475
25097402.1848,575.012
25097402.2229,596.69
25097402.2616,632.987
25097402.2982,646.949
25097402.3348,643.752
25097402.3641,639.745
25097402.387,635.991
25097402.4116,637.213
25097402.4395,639.669
25097402.4726,645.927
25097402.5085,644.931
25097402.5476,645.181
25097402.5838,639.007
25097402.626,637.777
25097402.6604,645.991
25097402.6949,651.526
25097402.7192,652.018
25097402.7433,652.537
25097402.7683,653.588
25097402.7925,656.081
25097402.8321,658.908
25097402.8712,656.877
25097402.9114,657.445
25097402.9503,656.886
25097402.9858,659.074
25097403.0201,660.745
25097403.0561,658.921
25097403.0868,661.831
25097403.1121,661.834
25097403.1361,661.158
25097403.1642,660.957
25097403.1928,662.935
25097403.2209,663.838
25097403.2496,664.461
25097403.2746,664.634
25097403.3018,666.677
25097403.3266,666.047
25097403.3518,668.322
25097403.3768,666.252
25097403.4007,663.882
25097403.4275,664.055
25097403.4548,659.917
25097403.4831,656.847
25097403.5194,660.966
25097403.5572,663.57
25097403.604,665.855
25097403.6456,665.857
25097403.6859,669.721
25097403.7241,672.315
25097403.7606,673.217
25097403.7965,669.55
25097403.8358,672.152
25097403.8755,668.934
25097403.9141,668.211
25097403.9541,663.095
25097403.9921,660.5
25097404.0297,658.638
25097404.0706,659.049
25097404.107,652.225
25097404.1473,647.505
25097404.1864,643.509
25097404.2219,647.694
25097404.261,662.32
25097404.2993,663.622
25097404.333,661.949
25097404.3701,661.683
25097404.406,658.593
25097404.4427,655.681
25097404.479,646.509
25097404.5176,647.852
25097404.554,646.361
25097404.5924,649.671
25097404.631,652.255
25097404.6714,655.531
25097404.7101,654.647
25097404.7486,650.247
25097404.7883,640.405
25097404.8269,616.959
25097404.8692,605.03
25097404.9053,604.737
25097404.9433,609.32
25097404.9826,637.812
25097405.0209,626.949
25097405.0621,628.147
25097405.1022,635.26
25097405.1417,629.731
25097405.18,606.574
25097405.2183,606.323
25097405.2657,565.182
25097405.3052,552.736
25097405.3448,544.739
25097405.3654,538.555
25097405.3709,538.412
25097405.3773,538.277
25097405.3827,538.288
25097405.3884,538.462
25097405.397,538.485
25097405.4396,555.947
25097405.4736,538.451
25097405.5129,539.435
25097405.5522,545.926
25097405.5914,625.601
25097405.6365,627.84
25097405.673,626.919
25097405.7107,622.229
25097405.7534,596.337
25097405.7936,584.65
25097405.8376,577.227
25097405.8837,603.162
25097405.921,617.084
25097405.9607,622.921
25097405.9985,617.994
25097406.0373,617.287
25097406.0751,621.202
25097406.1134,620.087
25097406.1548,621.899
25097406.1931,622.815
25097406.2341,626.733
25097406.2729,627.703
25097406.3138,625.952
25097406.351,599.528
25097406.3919,593.877
25097406.4332,568.861
25097406.4758,593.516
25097406.5166,603.662
25097406.5567,858.842
25097406.5981,616.875
25097406.6382,666.058
25097406.6821,665.653
25097406.7201,671.147
25097406.7603,675.81
25097406.8021,687.046
25097406.8399,698.035
25097406.8739,702.399
25097406.9082,707.302
25097406.9395,706.498
25097406.9724,702.6
25097407.0036,703.133
25097407.0375,687.453
25097407.071,667.701
25097407.1075,656.326
25097407.1432,663.204
25097407.1753,667.772
25097407.2056,681.077
25097407.2371,689.672
25097407.271,694.427
25097407.2994,707.103
25097407.3247,715.913
25097407.3484,717.352
25097407.3731,709.852
25097407.4056,675.542
25097407.446,680.064
25097407.4832,694.959
25097407.5167,701.537
25097407.545,710.436
25097407.5727,722.381
25097407.5987,732.318
25097407.6292,739.898
25097407.6542,748.054
25097407.6815,754.689
25097407.7117,759.036
25097407.7422,757.772
25097407.7719,750.058
25097407.802,736.44
25097407.8359,743.061
25097407.8713,737.524
25097407.9063,721.575
25097407.9367,710.8
25097407.9677,703.105
25097407.9991,697.126
25097408.0326,697.245
25097408.063,699.715
25097408.0959,702.626
25097408.1253,704.147
25097408.159,706.411
25097408.1981,696.203
25097408.2311,674.098
25097408.2648,657.171
25097408.2972,641.227
25097408.3295,626.472
25097408.3596,618.244
25097408.3903,603.991
25097408.4262,624.737
25097408.4635,615.939
25097408.5024,604.707
25097408.5422,601.349
25097408.5844,620.87
25097408.6259,645.654
25097408.6646,639.972
25097408.7044,634.925
25097408.7465,630.356
25097408.7884,626.819
25097408.8224,621.302
25097408.8486,615.003
25097408.876,609.28
25097408.9032,601.783
25097408.9302,595.103
25097408.9564,590.203
25097408.9812,587.334
25097409.0091,582.743
25097409.0388,579.929
25097409.0794,574.979
25097409.1163,558.97
25097409.1512,554.407
25097409.1903,550.827
25097409.2279,545.32
25097409.2653,535.429
25097409.3031,529.653
25097409.339,525.18
25097409.3775,528.982
25097409.3984,529.915
25097409.4182,530.969
25097409.4393,528.441
25097409.4602,521.215
25097409.4868,525.177
25097409.5261,519.215
25097409.568,518.64
25097409.6091,519.927
25097409.6417,519.99
25097409.6728,514.896
25097409.707,513.879
25097409.7318,517.55
25097409.752,523.145
25097409.7745,523.701
25097409.8045,518.66
25097409.8398,525.768
25097409.8742,527.651
25097409.9089,527.162
25097409.9441,532.064
25097409.9643,530.847
25097409.9858,535.869
25097410.0075,536.939
25097410.0293,535.855
25097410.0505,536.876
25097410.073,538.822
25097410.0923,543.623
25097410.1133,550.515
25097410.1427,557.956
25097410.166,575.478
25097410.1916,576.724
25097410.2255,568.0
25097410.2671,570.629
25097410.3088,564.89
25097410.3486,566.187
25097410.3813,595.192
25097410.4133,610.863
25097410.4495,635.111
25097410.4844,650.365
25097410.5157,643.277
25097410.5349,648.981
25097410.5536,648.329
25097410.5724,641.794
25097410.5903,635.88
25097410.6093,628.548
25097410.631,628.633
25097410.6512,635.092
25097410.6706,638.354
25097410.6899,643.969
25097410.7286,636.993
25097410.7639,652.746
25097410.7987,665.921
25097410.8334,676.497
25097410.8614,682.227
25097410.8804,663.136
25097410.9039,684.684
25097410.9259,679.345
25097410.9466,673.161
25097410.968,668.253
25097410.9899,663.702
25097411.0141,663.746
25097411.0382,664.848
25097411.0616,663.115
25097411.0848,656.631
25097411.1099,662.316
25097411.1317,660.996
25097411.1588,649.29
25097411.1983,619.048
25097411.2289,623.965
25097411.2538,624.193
25097411.2785,611.5
25097411.3121,597.445
25097411.3329,611.449
25097411.3562,624.077
25097411.379,635.815
25097411.4016,648.408
25097411.427,659.95
25097411.4534,671.382
25097411.4768,677.465
25097411.5008,684.01
25097411.5285,684.264
25097411.5675,656.126
25097411.6006,638.864
25097411.6365,615.232
25097411.6717,598.24
25097411.7057,581.039
25097411.7349,616.44
25097411.7717,630.349
25097411.8134,607.821
25097411.8456,634.213
25097411.8823,655.975
25097411.9197,709.477
25097411.9552,651.156
25097411.9906,661.32
25097412.0275,685.124
25097412.0643,719.191
25097412.1079,730.909
25097412.1507,721.199
25097412.1865,699.553
25097412.2222,676.308
25097412.2653,629.153
25097412.3083,566.229
25097412.3461,537.921
25097412.3831,512.735
25097412.4216,489.415
25097412.4597,471.705
25097412.4953,460.48
25097412.5289,450.684
25097412.5577,441.714
25097412.6131,425.077
25097412.6638,414.56
25097412.7068,698.361
25097412.765,390.911
25097412.8053,383.102
25097412.845,377.759
25097412.8813,373.339
25097412.8965,370.072
25097412.9399,366.806
25097412.9759,364.508
25097413.0145,357.392
25097413.0581,348.105
25097413.0719,347.169
25097413.0812,346.668
25097413.0987,345.627
25097413.1366,350.485
25097413.1794,353.033
25097413.2314,347.844
25097413.2777,346.934
25097413.3221,346.652
25097413.3628,349.467
25097413.4099,346.544
25097413.4376,346.776
25097413.4634,345.855
25097413.4896,344.727
25097413.5165,343.22
25097413.5588,342.164
25097413.6063,338.336
25097413.6461,349.512
25097413.6908,350.461
25097413.7469,348.868
25097413.8015,346.52
25097413.8612,344.246
25097413.9047,342.072
25097413.9433,339.727
25097413.9764,338.472
25097414.0272,342.002
25097414.0794,341.669
25097414.1312,335.44
25097414.1572,332.545
25097414.2157,337.162
25097414.2654,343.359
25097414.2864,331.685
25097414.3274,345.659
25097414.3644,347.419
25097414.4029,348.328
25097414.4469,346.345
25097414.4929,346.329
25097414.5373,346.93
25097414.5807,349.475
25097414.6366,347.759
25097414.7219,348.121
25097414.8562,344.496
25097414.9755,343.552
25097415.0363,341.483
25097415.0804,343.906
25097415.1306,344.504
25097415.1753,344.166
25097415.2251,345.624
25097415.2772,346.041
25097415.3637,345.982
25097415.4044,342.601
25097415.4529,342.847
25097415.5105,343.404
25097415.6028,340.695
25097415.6669,334.837
25097415.7169,334.989
25097415.7582,338.016
25097415.8006,335.104
25097415.8803,335.432
25097415.9477,333.933
25097416.001,333.324
25097416.0544,331.121
25097416.105,331.781
25097416.1561,326.96
25097416.2102,333.815
25097416.2622,332.374
25097416.3219,332.135
25097416.3786,333.21
25097416.4064,330.941
25097416.4856,328.583
25097416.5364,331.032
25097416.584,331.398
25097416.6305,328.949
25097416.6799,329.309
25097416.729,328.331
25097416.7685,324.127
25097416.7957,327.352
25097416.8174,327.178
25097416.8505,327.476
25097416.8688,327.53
25097416.8931,327.457
25097416.9234,328.209
25097416.9374,328.459
25097416.9751,332.715
25097417.0175,335.271
25097417.0633,342.738
25097417.1036,349.47
25097417.1434,357.09
25097417.1856,398.828
25097417.2288,423.632
25097417.2736,460.915
25097417.312,485.323
25097417.3624,473.146
25097417.4098,465.222
25097417.4543,450.103
25097417.502,455.156
25097417.5336,430.681
25097417.5811,407.545
25097417.618,392.694
25097417.647,381.493
25097417.6752,377.872
25097417.702,373.477
25097417.7312,368.337
25097417.7625,363.745
25097417.8014,357.794
25097417.8459,349.905
25097417.9082,344.979
25097417.9569,342.554
25097418.0144,341.97
25097418.105,340.12
25097418.1469,338.044
25097418.189,336.238
25097418.2303,337.767
25097418.2913,342.588
25097418.3282,343.72
25097418.3872,344.59
25097418.4515,344.462
25097418.4865,343.954
25097418.5252,343.778
25097418.5604,343.298
25097418.6227,342.102
25097418.6571,340.127
25097418.7004,336.828
25097418.7646,323.25
25097418.8149,314.678
25097418.8626,307.3
25097418.9083,304.266
25097418.955,283.864
25097419.0033,254.774
25097419.0539,232.685
25097419.1056,271.924
25097419.1626,266.297
25097419.2152,267.219
25097419.268,164.464
25097419.3245,153.133
25097419.3716,138.2
25097419.3938,138.006
25097419.4257,150.559
25097419.4761,141.36
25097419.533,163.914
25097419.5891,268.674
25097419.6415,473.849
25097419.6866,486.157
25097419.7317,504.501
25097419.7766,527.448
25097419.8202,554.69
25097419.861,627.954
25097419.8996,673.405
25097419.9442,673.8
25097419.987,673.171
25097420.0275,640.722
25097420.075,626.341
25097420.1143,597.683
25097420.1627,550.764
25097420.2081,473.965
25097420.2538,436.114
25097420.3029,402.74
25097420.3501,366.571
25097420.3947,346.03
25097420.4421,323.274
25097420.4893,304.044
25097420.5365,282.085
25097420.5785,266.117
25097420.6114,257.19
25097420.6753,245.913
25097420.7301,234.54
25097420.7996,228.982
25097420.8638,219.888
25097420.9314,215.221
25097420.9726,215.505
25097421.023,209.476
25097421.0802,200.923
25097421.1336,205.365
25097421.1869,214.618
25097421.2374,220.833
25097421.308,227.456
25097421.3618,231.52
25097421.4217,235.318
25097421.4749,242.099
25097421.5205,240.517
25097421.6044,615.947
25097421.6662,243.048
25097421.7168,243.938
25097421.7669,244.57
25097421.8113,243.202
25097421.8542,242.366
25097421.8992,240.595
25097421.9489,238.031
25097422.0008,233.852
25097422.0495,230.141
25097422.1015,223.68
25097422.1559,221.615
25097422.219,218.106
25097422.277,-130.733
25097422.3332,208.333
25097422.3874,162.473
25097422.4394,111.519
25097422.5019,106.242
25097422.562,98.2025
25097422.5735,98.2344
25097422.5825,97.8898
25097422.5904,98.2269
25097422.6043,98.0675
25097422.642,107.638
25097422.6993,111.97
25097422.7569,118.803
25097422.8223,119.11
25097422.885,121.341
25097422.9381,217.649
25097422.9876,257.907
25097423.0311,288.494
25097423.0707,316.071
25097423.1119,305.432
25097423.1573,290.095
25097423.2051,275.779
25097423.2499,284.144
25097423.2966,253.834
25097423.3429,240.613
25097423.3865,244.837
25097423.4275,236.49
25097423.472,239.395
25097423.514,234.509
25097423.5525,234.37
25097423.5987,231.997
25097423.6451,236.181
25097423.7027,230.393
25097423.7625,236.227
25097423.8125,238.266
25097423.8637,249.808
25097423.9122,249.893
25097423.9643,270.996
25097424.0145,286.388
25097424.0646,291.983
25097424.1131,298.747
25097424.1603,316.327
25097424.2051,344.682
25097424.2455,398.838
25097424.286,442.179
25097424.3309,411.536
25097424.3728,337.69
25097424.4207,277.466
25097424.47,261.101
25097424.5166,261.88
25097424.5612,253.372
25097424.6089,259.89
25097424.6598,266.33
25097424.7082,232.941
25097424.76,240.95
25097424.8066,250.288
25097424.8537,250.017
25097424.8976,262.303
25097424.9408,285.512
25097424.9846,313.513
25097425.0287,322.595
25097425.0769,329.02
25097425.1241,347.416
25097425.1681,386.555
25097425.2143,376.076
25097425.2596,386.771
25097425.3003,405.006
25097425.3418,427.974
25097425.3808,506.77
25097425.4244,514.685
25097425.4629,587.622
25097425.5024,612.276
25097425.5431,628.468
25097425.582,646.821
25097425.6185,692.96
25097425.6563,743.659
25097425.692,780.075
25097425.7296,851.851
25097425.7697,872.455
25097425.8052,861.25
25097425.8443,854.908
25097425.8915,848.385
25097425.9201,843.495
25097425.9487,837.334
25097425.9771,839.661
25097426.0027,835.723
25097426.0395,830.552
25097426.0831,824.8
25097426.1254,821.275
25097426.1641,799.827
25097426.2036,800.835
25097426.2496,784.705
25097426.2883,776.481
25097426.3303,766.263
25097426.3746,750.206
25097426.4149,736.46
25097426.4577,716.849
25097426.5018,707.385
25097426.5434,696.612
25097426.5849,681.185
25097426.6252,661.683
25097426.6665,664.852
25097426.7074,652.198
25097426.7528,639.109
25097426.797,620.473
25097426.8396,569.732
25097426.8783,601.564
25097426.9196,589.096
25097426.9593,576.462
25097427.0018,564.849
25097427.0454,553.764
25097427.0835,543.364
25097427.1224,532.076
25097427.1673,515.278
25097427.2155,508.409
25097427.2611,486.192
25097427.2949,473.203
25097427.3301,461.569
25097427.3745,442.101
25097427.4198,429.039
25097427.4701,414.511
25097427.5143,401.562
25097427.5572,391.553
25097427.5996,378.91
25097427.6366,372.12
25097427.6779,367.178
25097427.7203,361.834
25097427.7645,363.152
25097427.8116,367.585
25097427.8642,359.515
25097427.9156,349.163
25097427.9633,339.407
25097428.0066,331.212
25097428.0546,322.105
25097428.1061,316.124
25097428.1479,309.139
25097428.2025,305.187
25097428.2506,301.501
25097428.2995,295.177
25097428.3664,288.542
25097428.4199,289.121
25097428.4749,282.355
25097428.5424,271.747
25097428.6143,262.069
25097428.6769,248.663
25097428.7394,241.347
25097428.7854,235.847
25097428.8308,230.143
25097428.8899,223.178
25097428.9419,220.895
25097428.9961,217.031
25097429.0423,212.251
25097429.0897,209.125
25097429.1435,203.838
25097429.1745,200.124
25097429.2125,314.916
25097429.266,192.3
25097429.3273,186.893
25097429.3876,183.278
25097429.4309,180.47
25097429.4818,172.479
25097429.5026,175.798
25097429.5666,181.383
25097429.623,196.003
25097429.67,233.502
25097429.7204,245.704
25097429.7705,272.291
25097429.8152,304.212
25097429.8578,345.263
25097429.8963,400.878
25097429.9368,494.48
25097429.9788,598.729
25097430.0139,596.125
25097430.0406,584.621
25097430.0673,574.506
25097430.0947,568.551
25097430.119,560.916
25097430.1433,549.492
25097430.168,549.262
25097430.1931,539.57
25097430.2169,529.09
25097430.2415,513.219
25097430.2655,500.865
25097430.2892,493.702
25097430.3185,484.275
