time,z
25097472.2399,1398.04
25097472.2798,1412.7
25097472.3178,1412.6
25097472.3579,1406.47
25097472.3961,1405.23
25097472.4352,1422.22
25097472.4719,1428.54
25097472.5076,1429.32
25097472.542,1432.19
25097472.5763,1434.14
25097472.6118,1436.55
25097472.6485,1433.58
25097472.6851,1440.71
25097472.7211,1455.95
25097472.7603,1466.77
25097472.7961,1457.02
25097472.8347,1434.07
25097472.8745,1420.66
25097472.9163,1421.63
25097472.9567,1427.05
25097472.9951,1431.19
25097473.0329,1437.15
25097473.0763,1452.69
25097473.1117,1457.43
25097473.1452,1457.16
25097473.1825,1459.66
25097473.2184,1449.36
25097473.2529,1442.93
25097473.2894,1440.59
25097473.3265,1439.46
25097473.3618,1437.71
25097473.4001,1428.49
25097473.4373,1414.89
25097473.4784,1401.04
25097473.5147,1399.76
25097473.5508,1404.1
25097473.5846,1403.36
25097473.6233,1403.87
25097473.6596,1409.66
25097473.6964,1413.0
25097473.7331,1424.98
25097473.7683,1420.29
25097473.805,1419.29
25097473.8414,1423.27
25097473.8777,1425.52
25097473.9145,1435.98
25097473.9497,1435.88
25097473.9844,1430.68
25097474.0194,1426.91
25097474.0544,1426.86
25097474.0927,1428.28
25097474.1303,1429.95
25097474.1658,1434.05
25097474.2024,1435.92
25097474.2368,1436.1
25097474.2696,1435.01
25097474.3,1435.11
25097474.3333,1438.39
25097474.3695,1451.19
25097474.4053,1451.32
25097474.4414,1451.29
25097474.4768,1454.8
25097474.5127,1458.48
25097474.5486,1457.74
25097474.5837,1456.3
25097474.6206,1453.83
25097474.6549,1454.87
25097474.6893,1454.5
25097474.7249,1455.7
25097474.7605,1456.7
25097474.7971,1454.12
25097474.835,1450.23
25097474.8742,1450.71
25097474.9095,1451.84
25097474.9467,1452.49
25097474.983,1455.93
25097475.0204,1457.59
25097475.0574,1456.91
25097475.0915,1452.1
25097475.1258,1455.07
25097475.1637,1455.85
25097475.1991,1457.24
25097475.235,1456.04
25097475.2709,1454.56
25097475.3064,1455.03
25097475.3418,1455.04
25097475.3773,1454.81
25097475.4139,1453.46
25097475.4531,1451.47
25097475.4901,1448.94
25097475.5262,1451.06
25097475.5625,1447.99
25097475.5995,1567.57
25097475.6376,1444.9
25097475.6751,1449.66
25097475.7132,1439.58
25097475.7502,1431.96
25097475.7875,1427.18
25097475.8247,1425.44
25097475.8611,1426.08
25097475.8967,1419.17
25097475.9335,1410.84
25097475.9685,1410.15
25097476.0025,1408.5
25097476.0361,1408.91
25097476.068,1407.6
25097476.1015,1404.94
25097476.1359,1402.96
25097476.1699,1400.02
25097476.2037,1399.56
25097476.2368,1399.6
25097476.2699,1396.52
25097476.3043,1394.75
25097476.3384,1390.34
25097476.374,1388.48
25097476.4094,1393.12
25097476.4442,1392.53
25097476.479,1392.2
25097476.5139,1394.66
25097476.5495,1398.35
25097476.5846,1399.18
25097476.6196,1401.48
25097476.6576,1399.85
25097476.6963,1377.02
25097476.7332,1368.44
25097476.77,1366.61
25097476.8088,1366.76
25097476.8442,1367.22
25097476.8809,1372.55
25097476.9171,1377.89
25097476.9517,1381.99
25097476.9865,1383.67
25097477.023,1377.0
25097477.0609,1377.59
25097477.1017,1384.15
25097477.138,1387.24
25097477.1762,1394.05
25097477.2132,1397.43
25097477.2495,1400.84
25097477.2872,1405.46
25097477.3237,1407.73
25097477.3607,1408.29
25097477.3984,1407.51
25097477.4388,1389.83
25097477.4774,1391.52
25097477.5127,1394.04
25097477.5474,1395.8
25097477.5837,1397.97
25097477.6227,1380.51
25097477.6606,1368.25
25097477.6985,1366.29
25097477.7346,1367.37
25097477.7699,1368.25
25097477.8064,1366.74
25097477.8434,1366.45
25097477.8806,1364.85
25097477.9179,1362.25
25097477.9545,1361.43
25097477.9903,1360.55
25097478.0247,1362.13
25097478.063,1357.72
25097478.0987,1355.96
25097478.1325,1353.57
25097478.1635,1353.61
25097478.1945,1355.77
25097478.2272,1354.68
25097478.2589,1354.36
25097478.2886,1354.17
25097478.321,1352.16
25097478.3535,1350.91
25097478.3874,1351.11
25097478.4218,1350.1
25097478.4573,1350.31
25097478.4908,1355.28
25097478.521,1359.64
25097478.5535,1359.08
25097478.5884,1360.48
25097478.6253,1354.07
25097478.6618,1358.84
25097478.6998,1381.99
25097478.735,1382.17
25097478.7721,1380.54
25097478.8104,1389.98
25097478.8481,1419.8
25097478.8864,1449.38
25097478.9278,1409.84
25097478.9627,1405.03
25097479.0023,1380.93
25097479.0414,1363.92
25097479.0779,1356.62
25097479.115,1358.64
25097479.1526,1355.26
25097479.1884,1354.83
25097479.2249,1355.65
25097479.2614,1358.7
25097479.3024,1380.83
25097479.3379,1340.49
25097479.373,1333.1
25097479.411,1331.0
25097479.4454,1330.36
25097479.4828,1330.67
25097479.5196,1332.93
25097479.5557,1340.41
25097479.5932,1333.14
25097479.627,1331.9
25097479.6611,1331.56
25097479.6995,1365.07
25097479.7401,1368.7
25097479.7797,1356.16
25097479.8185,1350.14
25097479.8568,1348.21
25097479.8927,1349.28
25097479.9347,1352.38
25097479.975,1377.76
25097480.0169,1354.73
25097480.0485,1362.37
25097480.0893,1362.74
25097480.1297,1374.44
25097480.167,1379.2
25097480.2077,1382.04
25097480.2466,1388.87
25097480.2862,1400.85
25097480.3269,1425.81
25097480.3685,1417.68
25097480.41,1416.86
25097480.4489,1401.18
25097480.4923,1403.71
25097480.5303,1410.22
25097480.5686,1442.27
25097480.6064,1446.67
25097480.644,1448.81
25097480.683,1430.25
25097480.7201,1418.4
25097480.7578,1425.52
25097480.7952,1433.2
25097480.8342,1433.65
25097480.8734,1424.26
25097480.9133,1425.93
25097480.9552,1416.17
25097480.9963,1423.54
25097481.0367,1445.1
25097481.0778,1445.53
25097481.1189,1447.18
25097481.1576,1464.3
25097481.1947,1473.94
25097481.2315,1477.7
25097481.2654,1471.42
25097481.3023,1461.03
25097481.3409,1460.8
25097481.3795,1463.22
25097481.4185,1459.48
25097481.4521,1454.03
25097481.4883,1446.92
25097481.5239,1445.91
25097481.5621,1454.35
25097481.5979,1457.93
25097481.6368,1455.24
25097481.6739,1456.72
25097481.7149,1455.78
25097481.7546,1433.55
25097481.7949,1426.66
25097481.8349,1428.33
25097481.8751,1472.68
25097481.9134,1465.52
25097481.9513,1454.68
25097481.9916,1453.49
25097482.03,1449.71
25097482.068,1449.95
25097482.1052,1441.01
25097482.1428,1436.58
25097482.1801,1432.33
25097482.2217,1428.42
25097482.2572,1427.34
25097482.2958,1438.12
25097482.3334,1453.12
25097482.3695,1456.41
25097482.4058,1466.19
25097482.44,1470.24
25097482.475,1468.77
25097482.5182,1436.74
25097482.557,1371.03
25097482.5964,1361.73
25097482.6339,1358.14
25097482.6738,1360.79
25097482.7148,1368.42
25097482.7556,1373.27
25097482.7948,1372.33
25097482.8319,1369.58
25097482.8702,1375.6
25097482.904,1383.74
25097482.9353,1391.88
25097482.9691,1394.95
25097483.0054,1396.6
25097483.0385,1395.92
25097483.0741,1395.98
25097483.1098,1390.19
25097483.1475,1382.31
25097483.1897,1383.6
25097483.229,1388.97
25097483.2688,1393.32
25097483.3088,1414.2
25097483.3471,1417.94
25097483.3861,1415.31
25097483.4245,1412.43
25097483.4636,1409.33
25097483.5042,1408.89
25097483.5441,1409.0
25097483.5843,1407.37
25097483.6246,1401.35
25097483.6646,1394.68
25097483.7086,1391.07
25097483.7496,1395.81
25097483.7916,1401.16
25097483.8335,1397.05
25097483.8748,1393.09
25097483.9176,1385.59
25097483.9583,1384.09
25097483.9993,1376.52
25097484.0407,1369.04
25097484.0794,1365.6
25097484.1185,1363.34
25097484.1622,1357.63
25097484.2032,1351.75
25097484.2478,1346.16
25097484.2922,1331.26
25097484.3351,1308.18
25097484.3737,1296.85
25097484.4154,1293.35
25097484.4555,1285.9
25097484.4947,1288.29
25097484.5349,1291.12
25097484.578,1285.93
25097484.6223,1285.33
25097484.6682,1285.03
25097484.7069,1279.51
25097484.7445,1281.6
25097484.7842,1291.92
25097484.8226,1294.49
25097484.8609,1294.44
25097484.8984,1302.1
25097484.9371,1310.37
25097484.9767,1308.61
25097485.0217,1304.42
25097485.0637,1296.57
25097485.1061,1315.92
25097485.1461,1327.41
25097485.1872,1334.98
25097485.2276,1340.19
25097485.2698,1339.99
25097485.3119,1342.86
25097485.3565,1347.81
25097485.3998,1343.1
25097485.4413,1347.12
25097485.4841,1354.89
25097485.5266,1361.47
25097485.5672,1364.75
25097485.6088,1382.26
25097485.6504,1391.21
25097485.6956,1397.01
25097485.7396,1376.11
25097485.7784,1407.2
25097485.819,1444.89
25097485.8586,1458.12
25097485.896,1466.63
25097485.9336,1477.82
25097485.9724,1492.83
25097486.0111,1507.67
25097486.0486,1518.51
25097486.0847,1524.16
25097486.1263,1531.3
25097486.1659,1523.04
25097486.2109,1551.14
25097486.2531,1575.13
25097486.2958,1529.02
25097486.3413,1550.02
25097486.3837,1544.58
25097486.4227,1549.79
25097486.4665,1517.21
25097486.5118,1524.26
25097486.5568,1448.09
25097486.6011,1457.85
25097486.647,1402.02
25097486.6931,1297.49
25097486.732,1291.76
25097486.7693,1288.7
25097486.8031,1287.11
25097486.8394,1270.8
25097486.8756,1285.23
25097486.9133,1288.33
25097486.9482,1287.98
25097486.9833,1288.49
25097487.017,1288.93
25097487.0539,1287.99
25097487.0896,1289.8
25097487.1272,1288.9
25097487.1658,1289.15
25097487.2089,1289.62
25097487.252,1289.61
25097487.2935,1290.26
25097487.3251,1291.41
25097487.3587,1291.8
25097487.3934,1292.17
25097487.4247,1292.73
25097487.4511,1292.92
25097487.4843,1293.85
25097487.5208,1293.58
25097487.554,1293.29
25097487.589,1293.41
25097487.6279,1298.08
25097487.6755,1358.1
25097487.7267,1399.29
25097487.7796,1451.01
25097487.8305,1471.45
25097487.8798,1485.15
25097487.9334,1460.48
25097487.9915,1460.6
25097488.0441,1461.87
25097488.0991,1484.91
25097488.1619,1494.38
25097488.2212,1528.23
25097488.2849,1564.28
25097488.3498,1613.28
25097488.4095,1656.72
25097488.4659,1623.86
25097488.5219,1616.75
25097488.5805,1657.12
25097488.6419,1606.78
25097488.7017,1645.42
25097488.7552,1639.06
25097488.8159,1760.66
25097488.8718,1762.72
25097488.9358,1726.44
25097488.9949,1722.3
25097489.0529,1720.38
25097489.1099,1640.96
25097489.1697,1538.93
25097489.2267,1478.67
25097489.2772,1449.1
25097489.3269,1383.36
25097489.3708,1379.24
25097489.4254,1378.91
25097489.4824,1400.05
25097489.5371,1458.66
25097489.5868,1492.5
25097489.6385,1502.89
25097489.6869,1532.39
25097489.7389,1608.59
25097489.7898,1672.27
25097489.8397,1707.52
25097489.8897,1694.13
25097489.9397,1719.97
25097489.9888,1664.45
25097490.0344,1592.15
25097490.0763,1541.14
25097490.1151,1501.93
25097490.1552,1487.61
25097490.1992,1481.02
25097490.2483,1485.33
25097490.2841,1473.97
25097490.3197,1484.45
25097490.3632,1492.34
25097490.4065,1501.89
25097490.4493,1516.23
25097490.4926,1529.0
25097490.5356,1501.3
25097490.5796,1534.44
25097490.625,1547.11
25097490.6702,1557.63
25097490.7138,1565.74
25097490.756,1567.18
25097490.8005,1578.7
25097490.8427,1559.59
25097490.8842,1508.95
25097490.9278,1544.96
25097490.9749,1539.56
25097491.0198,1540.04
25097491.0644,1543.09
25097491.1089,1554.21
25097491.1528,1572.17
25097491.1982,1591.79
25097491.241,1553.2
25097491.2764,1506.53
25097491.3226,1580.22
25097491.3642,1602.78
25097491.4076,1661.06
25097491.4522,1679.46
25097491.492,1682.09
25097491.5394,1720.1
25097491.5844,1759.45
25097491.6315,1823.46
25097491.6795,1902.79
25097491.7216,1857.53
25097491.7645,1829.11
25097491.8157,1838.08
25097491.8541,1691.23
25097491.8964,1570.86
25097491.9382,1628.94
25097491.9822,1711.55
25097492.0199,1622.13
25097492.0595,1621.16
25097492.1006,1586.49
25097492.1382,1560.37
25097492.1804,1543.59
25097492.2253,1522.06
25097492.2716,1477.57
25097492.3127,1438.9
25097492.3482,1436.49
25097492.3791,1460.56
25097492.4212,1442.77
25097492.4642,1439.15
25097492.5073,1448.42
25097492.5493,1431.32
25097492.5866,1428.8
25097492.632,1426.89
25097492.665,1423.09
25097492.7035,1420.75
25097492.7345,1419.59
25097492.772,1418.24
25097492.807,1417.6
25097492.8473,1417.52
25097492.885,1504.64
25097492.9218,1417.45
25097492.9613,1416.98
25097493.0072,1416.74
25097493.0473,1416.67
25097493.0847,1416.62
25097493.1224,1416.55
25097493.1621,1493.4
25097493.2013,1412.12
25097493.2349,1416.47
25097493.2688,1416.17
25097493.3042,1416.34
25097493.3413,1415.89
25097493.3754,1415.84
25097493.4124,1415.83
25097493.4516,1415.74
25097493.4806,1416.15
25097493.5146,1415.92
25097493.5526,1415.24
25097493.5873,1415.12
25097493.6186,1415.36
25097493.6532,1414.61
25097493.6872,1414.78
25097493.725,1414.65
25097493.7707,1414.03
25097493.8141,1414.35
25097493.8521,1414.92
25097493.8793,1415.67
25097493.9142,1414.49
25097493.946,1414.97
25097493.9769,1414.6
25097494.0111,1414.47
25097494.0506,1413.5
25097494.0865,1412.84
25097494.1252,1412.28
25097494.16,1411.52
25097494.1912,1410.75
25097494.221,1411.0
25097494.2482,1411.06
25097494.2749,1410.88
25097494.3031,1410.67
25097494.3319,1410.95
25097494.3618,1410.77
25097494.3925,1410.95
25097494.4253,1410.72
25097494.4586,1410.73
25097494.4932,1410.49
25097494.5315,1410.54
25097494.5946,1410.66
25097494.6695,1410.33
25097494.747,1410.4
25097494.8132,1410.48
25097494.8715,1410.38
25097494.9292,1410.03
25097494.9967,1410.4
25097495.0207,1410.15
25097495.0311,1410.34
25097495.0429,1410.28
25097495.0545,1410.35
25097495.0659,1410.05
25097495.0929,1410.01
25097495.1097,1410.25
25097495.1633,1410.09
25097495.2405,1410.38
25097495.27,1410.23
25097495.2757,1410.12
25097495.2812,1410.22
25097495.2927,1409.54
25097495.2999,1410.34
25097495.306,1410.23
25097495.3151,1410.08
25097495.3207,1410.19
25097495.3264,1410.27
25097495.3321,1410.34
25097495.358,1410.07
25097495.4423,1410.07
25097495.5121,1410.03
25097495.5185,1410.04
25097495.5243,1410.02
25097495.5301,1410.14
25097495.5359,1410.21
25097495.5418,1410.24
25097495.5494,1410.11
25097495.6248,1410.07
25097495.6696,1410.05
25097495.6762,1410.24
25097495.6819,1410.1
25097495.6879,1410.06
25097495.6943,1410.01
25097495.7007,1410.29
25097495.7072,1410.5
25097495.7135,1410.12
25097495.7198,1410.26
25097495.7264,1410.13
25097495.7334,1410.26
25097495.7407,1410.26
25097495.7496,1410.26
25097495.7585,1410.16
25097495.7673,1410.27
25097495.777,1410.03
25097495.7871,1410.15
25097495.7981,1410.28
25097495.8086,1410.37
25097495.8197,1410.11
25097495.832,1410.4
25097495.8439,1410.34
25097495.8564,1410.3
25097495.8682,1410.19
25097495.8804,1410.41
25097495.8924,1410.03
25097495.904,1410.24
25097495.9157,1410.34
25097495.9278,1410.22
25097495.9401,1410.26
25097495.9534,1410.08
25097495.9661,1410.19
25097495.9785,1410.17
25097495.9915,1410.25
25097496.0041,1409.98
25097496.0163,1410.31
25097496.0283,1410.31
25097496.0396,1410.37
25097496.05,1410.28
25097496.0604,1410.36
25097496.0713,1410.36
25097496.082,1410.2
25097496.0923,1410.21
25097496.1024,1409.54
25097496.1127,1410.27
25097496.123,1410.3
25097496.1336,1410.23
25097496.1444,1409.98
25097496.1561,1410.36
25097496.168,1410.14
25097496.1798,1410.15
25097496.1928,1410.31
25097496.2055,1410.26
25097496.2169,1410.03
25097496.2292,1410.3
25097496.241,1410.05
25097496.2531,1410.11
25097496.2653,1410.24
25097496.2781,1410.17
25097496.2905,1410.08
25097496.3025,1410.03
25097496.3142,1410.26
25097496.3255,1410.09
25097496.3372,1410.09
25097496.3485,1410.23
25097496.3592,1410.28
25097496.3697,1424.92
25097496.3806,1410.05
25097496.3895,1410.11
25097496.3969,1410.11
25097496.4032,1410.07
25097496.4091,1410.4
25097496.4157,1410.24
25097496.4428,1410.36
25097496.4622,1410.15
25097496.4756,1410.08
25097496.4929,1410.24
25097496.5038,1410.15
25097496.5131,1410.16
25097496.5206,1410.2
25097496.5298,1410.14
25097496.5398,1410.14
25097496.5523,1410.22
25097496.5645,1410.22
25097496.5735,1410.08
25097496.5819,1410.3
25097496.591,1410.04
25097496.5989,1410.38
25097496.6071,1409.98
25097496.6161,1410.31
25097496.6249,1410.07
25097496.6332,1410.1
25097496.6458,1410.39
25097496.6541,1383.16
25097496.663,1410.06
25097496.6713,1410.01
25097496.6854,1410.22
25097496.6966,1410.31
25097496.7049,1410.04
25097496.7133,1410.22
25097496.7212,1410.34
25097496.7298,1410.14
25097496.7424,1410.24
25097496.7503,1410.42
25097496.7614,1410.4
25097496.7723,1410.28
25097496.7836,1410.18
25097496.7961,1410.26
25097496.8089,1285.3
25097496.8267,1410.31
25097496.8534,1410.37
25097496.8874,1410.63
25097496.9171,1410.38
25097496.9406,1410.45
25097496.9631,1410.3
25097496.9744,1410.33
25097497.0144,1410.29
25097497.0762,1410.16
25097497.1321,1410.31
25097497.1712,1410.18
25097497.1915,1410.5
25097497.2621,1410.48
25097497.2908,1410.31
25097497.323,1410.4
25097497.3625,1410.35
25097497.3974,1410.6
25097497.4289,1410.76
25097497.4572,1410.65
25097497.4859,1410.33
25097497.5175,1410.26
25097497.5518,1410.56
25097497.5852,1410.58
25097497.6187,1410.77
25097497.6494,1410.44
25097497.6791,1410.63
25097497.7111,1410.47
25097497.744,1410.66
25097497.7763,1410.7
25097497.8053,1410.64
25097497.8354,1410.93
25097497.8673,1410.78
25097497.8982,1410.98
25097497.9279,1410.8
25097497.9572,1410.72
25097497.9858,1411.02
25097498.0156,1411.07
25097498.0475,1411.18
25097498.0801,1411.0
25097498.1155,1410.97
25097498.147,1411.04
25097498.1789,1410.91
25097498.2101,1411.31
25097498.2395,1411.04
25097498.2719,1411.16
25097498.3044,1411.33
25097498.3408,1411.46
25097498.3783,1411.76
25097498.4198,1411.61
25097498.4585,1411.58
25097498.4946,1411.57
25097498.5312,1411.69
25097498.5661,1411.84
25097498.6012,1395.39
25097498.638,1411.77
25097498.6719,1411.86
25097498.7098,1411.92
25097498.7457,1412.04
25097498.7819,1412.03
25097498.8165,1412.27
25097498.8535,1413.0
25097498.8892,1414.1
25097498.9231,1414.92
25097498.9565,1416.59
25097498.9902,1417.87
25097499.0272,1417.23
25097499.0666,1418.15
25097499.0995,1418.47
25097499.1365,1418.67
25097499.177,1418.78
25097499.2164,1419.49
25097499.2564,1419.84
25097499.2958,1420.45
25097499.3472,1421.39
25097499.3872,1421.54
25097499.4154,1421.73
25097499.449,1421.67
25097499.4819,1421.58
25097499.5163,1422.03
25097499.5568,1422.18
25097499.5951,1421.97
25097499.6347,1424.25
25097499.6733,1423.39
25097499.7081,1423.36
25097499.7386,1423.62
25097499.7725,1424.11
25097499.8078,1424.16
25097499.841,1425.26
25097499.8783,1424.38
25097499.9196,1426.12
25097499.9606,1428.81
25097500.0018,1435.21
25097500.0425,1436.53
25097500.0853,1436.08
25097500.1249,1434.02
25097500.1636,1431.44
25097500.2015,1430.93
25097500.2368,1430.93
25097500.2746,1432.63
25097500.3251,1439.54
25097500.3755,1439.09
25097500.4291,1440.64
25097500.4703,1422.27
25097500.5088,1419.99
25097500.5531,1419.18
25097500.5884,1418.53
25097500.6215,1420.82
25097500.6553,1418.29
25097500.693,1417.93
25097500.7301,1419.97
25097500.7643,1417.18
25097500.8019,1416.47
25097500.8294,1416.47
25097500.8598,1416.54
25097500.8916,1416.54
25097500.9309,1416.47
25097500.9784,1424.96
25097501.0184,1417.36
25097501.0618,1402.11
25097501.0968,1428.39
25097501.1373,1401.06
25097501.171,1401.01
25097501.2142,1422.2
25097501.2568,1401.2
25097501.2994,1429.04
25097501.3489,1439.43
25097501.3971,1397.94
25097501.4366,1408.55
25097501.4828,1456.6
25097501.5398,1477.91
25097501.5905,1397.27
25097501.6211,1375.19
25097501.6594,1372.45
25097501.6729,1371.89
25097501.7018,1373.65
25097501.7202,1369.62
25097501.7496,1369.77
25097501.7692,1369.56
25097501.8118,1389.53
25097501.8541,1438.39
25097501.8931,1409.76
25097501.9325,1395.36
25097501.974,1378.6
25097502.0137,1378.47
25097502.0501,1384.65
25097502.0915,1395.75
25097502.1327,1397.16
25097502.1777,1446.23
25097502.2217,1453.7
25097502.2686,1459.67
25097502.3112,1465.49
25097502.3524,1444.8
25097502.3997,1437.94
25097502.4406,1448.57
25097502.4821,1413.84
25097502.5007,1397.39
25097502.5293,1394.06
25097502.5673,1399.58
25097502.6048,1392.43
25097502.6464,1383.67
25097502.684,1382.91
25097502.7226,1381.67
25097502.7559,1374.85
25097502.7905,1376.12
25097502.8238,1370.65
25097502.8617,1375.73
25097502.8991,1385.07
25097502.9413,1418.36
25097502.9853,1381.33
25097503.0243,1362.01
25097503.0636,1356.88
25097503.1023,1345.28
25097503.1406,1350.13
25097503.1774,1377.41
25097503.2205,1384.75
25097503.2565,1382.08
25097503.2879,1377.24
25097503.3249,1367.46
25097503.361,1357.52
25097503.3948,1355.67
25097503.427,1357.78
25097503.4604,1365.72
25097503.5027,1365.54
25097503.543,1367.04
25097503.5898,1375.29
25097503.64,1406.5
25097503.6816,1402.48
25097503.7212,1387.84
25097503.7627,1390.29
25097503.8037,1391.93
25097503.839,1387.89
25097503.8752,1383.65
25097503.908,1386.23
25097503.942,1386.89
25097503.9735,1387.1
25097504.0096,1377.61
25097504.0459,1389.72
25097504.0781,1385.22
25097504.1089,1380.5
25097504.1444,1382.53
25097504.181,1376.54
25097504.2184,1385.44
25097504.2563,1369.81
25097504.3,1377.42
25097504.3342,1374.85
25097504.37,1380.22
25097504.4042,1381.88
25097504.4457,1371.7
25097504.4918,1404.38
25097504.5265,1404.06
25097504.5638,1400.33
25097504.5983,1399.27
25097504.633,1401.83
25097504.6631,1399.87
25097504.6968,1399.77
25097504.7251,1397.94
25097504.7544,1396.44
25097504.7839,1395.28
25097504.8176,1396.35
25097504.8491,1399.61
25097504.879,1402.16
25097504.9127,1402.05
25097504.9465,1401.04
25097504.9787,1404.05
25097505.012,1407.63
25097505.0435,1409.4
25097505.0762,1412.33
25097505.1087,1414.84
25097505.1445,1423.18
25097505.1768,1424.0
25097505.2077,1421.0
25097505.2403,1415.23
25097505.2745,1412.52
25097505.3205,1413.18
25097505.359,1414.1
25097505.394,1414.01
25097505.4279,1412.7
25097505.4731,1412.95
25097505.5085,1413.98
25097505.5478,1394.82
25097505.5867,1398.09
25097505.6238,1401.06
25097505.6598,1404.65
25097505.6953,1410.2
25097505.7288,1413.49
25097505.7637,1412.38
25097505.7998,1415.04
25097505.8352,1416.09
25097505.871,1419.89
25097505.9076,1422.79
25097505.9441,1428.94
25097505.9824,1430.49
25097506.0211,1432.08
25097506.0597,1430.87
25097506.1031,1418.13
25097506.1405,1415.27
25097506.1804,1417.64
25097506.2151,1415.89
25097506.2521,1414.4
25097506.2904,1414.0
25097506.3319,1413.87
25097506.373,1419.85
25097506.4094,1421.74
25097506.4456,1423.58
25097506.4796,1421.81
25097506.515,1420.01
25097506.5491,1419.57
25097506.5861,1419.26
25097506.6214,1421.73
25097506.6548,1423.41
25097506.6896,1425.56
25097506.7238,1422.9
25097506.7612,1421.81
25097506.8019,1421.26
25097506.837,1422.38
25097506.8763,1419.39
25097506.9187,1422.65
25097506.9564,1418.81
25097506.9996,1421.43
25097507.0414,1422.37
25097507.0812,1426.3
25097507.1214,1429.91
25097507.1658,1425.79
25097507.2085,1428.46
25097507.2498,1430.28
25097507.291,1426.87
25097507.3358,1344.13
25097507.356,1333.8
25097507.3914,1335.88
25097507.4427,1342.69
25097507.4794,1349.61
25097507.5138,1354.93
25097507.5523,1350.86
25097507.5987,1360.54
25097507.643,1364.79
25097507.6908,1370.67
25097507.7358,1369.59
25097507.7727,1379.77
25097507.8157,1400.27
25097507.8603,1405.93
25097507.9048,1422.7
25097507.9427,1421.35
25097507.9739,1430.17
25097508.018,1453.15
25097508.0638,1465.69
25097508.1088,1485.15
25097508.1534,1515.54
25097508.2012,1537.46
25097508.2469,1556.76
25097508.2912,1565.95
25097508.3373,1589.17
25097508.3849,1619.34
25097508.4333,1659.46
25097508.4784,1699.51
25097508.5241,1712.15
25097508.5702,1753.11
25097508.6178,1793.64
25097508.6641,1823.85
25097508.7148,1788.79
25097508.7627,1754.88
25097508.8113,1752.52
25097508.8619,1732.69
25097508.9139,1723.53
25097508.9607,1716.54
25097509.0073,1706.8
25097509.0594,1686.32
25097509.1069,1673.56
25097509.1588,1665.08
25097509.21,1672.86
25097509.2613,1666.64
25097509.3096,1679.35
25097509.3528,1717.24
25097509.3953,1778.14
25097509.4414,1803.74
25097509.49,1811.48
25097509.5349,1812.99
25097509.5828,1829.74
25097509.6339,1832.73
25097509.6816,1799.62
25097509.7313,1777.59
25097509.7766,1810.18
25097509.8204,1790.54
25097509.864,1823.57
25097509.9111,1820.43
25097509.9582,1834.2
25097510.0081,1788.32
25097510.0524,1789.54
25097510.0949,1782.65
25097510.1399,1722.44
25097510.1857,1671.92
25097510.231,1619.21
25097510.2661,1598.82
25097510.3076,1594.52
25097510.3487,1592.25
25097510.389,1591.75
25097510.429,1591.66
25097510.4721,1591.71
25097510.5177,1591.48
25097510.559,1591.52
25097510.603,1591.45
25097510.6473,1591.33
25097510.6906,1591.09
25097510.7242,1590.4
25097510.7599,1590.12
25097510.8015,1589.99
25097510.8428,1590.14
25097510.8852,1589.99
25097510.9278,1589.98
25097510.972,1589.94
25097511.0155,1590.73
25097511.0573,1590.05
25097511.1028,1589.77
25097511.1412,1589.64
25097511.1776,1589.9
25097511.2149,1590.23
25097511.253,1589.9
25097511.2919,1590.06
25097511.3323,1589.86
25097511.3702,1589.97
25097511.4086,1589.63
25097511.4458,1589.69
25097511.481,1589.72
25097511.5194,1589.66
25097511.5481,1589.77
25097511.5794,1589.59
25097511.6127,1589.73
25097511.6496,1590.48
25097511.6883,1590.7
25097511.7271,1590.91
25097511.7663,1590.37
25097511.7958,1590.2
25097511.833,1589.95
25097511.8706,1589.72
25097511.9128,1589.64
25097511.9524,1591.33
25097511.9916,1590.5
25097512.0254,1590.83
25097512.0639,1596.19
25097512.1049,1609.62
25097512.1447,1590.1
25097512.1773,1589.58
25097512.215,1589.54
25097512.2595,1588.76
25097512.302,1589.03
25097512.3459,1588.9
25097512.3929,1589.11
25097512.4354,1588.83
25097512.4783,1589.04
25097512.5007,1589.13
25097512.5257,1589.01
25097512.5683,1589.13
25097512.6207,1589.91
25097512.6757,1589.13
25097512.7269,1589.24
25097512.7801,1589.35
25097512.8303,1589.47
25097512.87,1589.23
25097512.9088,1589.28
25097512.9455,1589.5
25097512.9753,1589.84
25097513.0066,1590.32
25097513.0356,1590.11
25097513.0737,1589.82
25097513.1115,1589.96
25097513.1499,1590.02
25097513.1879,1590.73
25097513.2249,1590.28
25097513.2632,1590.16
25097513.2946,1590.84
25097513.3319,1591.93
25097513.3712,1596.03
25097513.4128,1597.54
25097513.4534,1600.8
25097513.5038,1603.75
25097513.5485,1605.52
25097513.5906,1611.19
25097513.6351,1614.79
25097513.6803,1616.74
25097513.7273,1602.75
25097513.7735,1605.47
25097513.8188,1614.99
25097513.8639,1607.77
25097513.915,1614.15
25097513.9574,1624.29
25097514.0054,1648.72
25097514.0508,1679.13
25097514.0905,1735.08
25097514.1319,1815.12
25097514.1752,1827.74
25097514.2176,1873.82
25097514.2616,1846.6
25097514.3048,1849.9
25097514.3455,1929.42
25097514.3896,1994.08
25097514.4306,1950.0
25097514.4738,1925.25
25097514.5154,1923.16
25097514.559,1879.0
25097514.6028,1851.1
25097514.6468,1820.52
25097514.6916,1797.06
25097514.7367,1786.96
25097514.7785,1797.98
