x,y,z,val
127.41803385734616,14.845243703969688,-614.4724267409136,0.0
127.41803385734616,14.845243703969688,98.46096928211871,61.50876
127.41803385734616,14.845243703969688,681.6241385606012,52.37137
127.41803385734616,14.845243703969688,1314.1251571238752,42.75053
127.41803385734616,14.845243703969688,2766.4391388818617,36.314312
127.41803385734616,14.845243703969688,3919.507655740534,45.293156
127.41803385734616,14.845243703969688,5283.298248940338,48.591152
127.41803385734616,14.845243703969688,6952.443036681684,45.91414
127.41803385734616,14.845243703969688,9104.344935398756,46.933815
127.41803385734616,14.845243703969688,10468.135528598561,46.871193
127.41803385734616,14.845243703969688,12137.280316339904,46.415546
127.41803385734616,14.845243703969688,14289.182215056975,53.515705
127.41803385734616,14.845243703969688,17322.117595998123,109.72087
127.41803385734616,14.845243703969688,19990.095765597867,24.147966
127.41803385734616,14.845243703969688,22506.95487565634,6.161719
128.3804931240811,15.021757779075026,-614.4724267409136,0.0
128.3804931240811,15.021757779075026,98.46096928211871,66.995834
128.3804931240811,15.021757779075026,681.6241385606012,58.86872
128.3804931240811,15.021757779075026,1314.1251571238752,50.367966
128.3804931240811,15.021757779075026,2766.4391388818617,51.648247
128.3804931240811,15.021757779075026,3919.507655740534,63.65598
128.3804931240811,15.021757779075026,5283.298248940338,66.03177
128.3804931240811,15.021757779075026,6952.443036681684,55.85604
128.3804931240811,15.021757779075026,9104.344935398756,39.98144
128.3804931240811,15.021757779075026,10468.135528598561,32.860855
128.3804931240811,15.021757779075026,12137.280316339904,27.38731
128.3804931240811,15.021757779075026,14289.182215056975,32.781994
128.3804931240811,15.021757779075026,17322.117595998123,74.88672
128.3804931240811,15.021757779075026,19990.095765597867,16.63534
128.3804931240811,15.021757779075026,22506.95487565634,4.3050575
129.20312760766834,15.169814884132654,-614.4724267409136,0.0
129.20312760766834,15.169814884132654,98.46096928211871,123.48337
129.20312760766834,15.169814884132654,681.6241385606012,119.80548
129.20312760766834,15.169814884132654,1314.1251571238752,112.566666
129.20312760766834,15.169814884132654,2766.4391388818617,97.15032
129.20312760766834,15.169814884132654,3919.507655740534,93.09816
129.20312760766834,15.169814884132654,5283.298248940338,88.9263
129.20312760766834,15.169814884132654,6952.443036681684,74.9727
129.20312760766834,15.169814884132654,9104.344935398756,38.212345
129.20312760766834,15.169814884132654,10468.135528598561,36.894154
129.20312760766834,15.169814884132654,12137.280316339904,36.092575
129.20312760766834,15.169814884132654,14289.182215056975,43.478638
129.20312760766834,15.169814884132654,17322.117595998123,77.62819
129.20312760766834,15.169814884132654,19990.095765597867,20.789242
129.20312760766834,15.169814884132654,22506.95487565634,5.5912266
129.9161171241585,15.296127622256424,-614.4724267409136,0.0
129.9161171241585,15.296127622256424,98.46096928211871,400.87784
129.9161171241585,15.296127622256424,681.6241385606012,789.389
129.9161171241585,15.296127622256424,1314.1251571238752,1470.1736
129.9161171241585,15.296127622256424,2766.4391388818617,1780.1982
129.9161171241585,15.296127622256424,3919.507655740534,1587.4872
129.9161171241585,15.296127622256424,5283.298248940338,744.8405
129.9161171241585,15.296127622256424,6952.443036681684,105.473724
129.9161171241585,15.296127622256424,9104.344935398756,14.026044
129.9161171241585,15.296127622256424,10468.135528598561,12.045711
129.9161171241585,15.296127622256424,12137.280316339904,9.997714
129.9161171241585,15.296127622256424,14289.182215056975,15.180021
129.9161171241585,15.296127622256424,17322.117595998123,46.547855
129.9161171241585,15.296127622256424,19990.095765597867,11.229693
129.9161171241585,15.296127622256424,22506.95487565634,3.580449
130.54977835895951,15.406841766682138,-614.4724267409136,0.0
130.54977835895951,15.406841766682138,98.46096928211871,72.82415
130.54977835895951,15.406841766682138,681.6241385606012,65.417564
130.54977835895951,15.406841766682138,1314.1251571238752,60.034477
130.54977835895951,15.406841766682138,2766.4391388818617,54.330128
130.54977835895951,15.406841766682138,3919.507655740534,62.8252
130.54977835895951,15.406841766682138,5283.298248940338,60.87342
130.54977835895951,15.406841766682138,6952.443036681684,57.812084
130.54977835895951,15.406841766682138,9104.344935398756,68.330505
130.54977835895951,15.406841766682138,10468.135528598561,65.27997
130.54977835895951,15.406841766682138,12137.280316339904,55.41163
130.54977835895951,15.406841766682138,14289.182215056975,54.96677
130.54977835895951,15.406841766682138,17322.117595998123,107.7373
130.54977835895951,15.406841766682138,19990.095765597867,22.653381
130.54977835895951,15.406841766682138,22506.95487565634,5.28852
131.12503217074192,15.506086703081381,-614.4724267409136,0.0
131.12503217074192,15.506086703081381,98.46096928211871,62.3931
131.12503217074192,15.506086703081381,681.6241385606012,57.88369
131.12503217074192,15.506086703081381,1314.1251571238752,53.30409
131.12503217074192,15.506086703081381,2766.4391388818617,63.709736
131.12503217074192,15.506086703081381,3919.507655740534,83.46754
131.12503217074192,15.506086703081381,5283.298248940338,73.11235
131.12503217074192,15.506086703081381,6952.443036681684,47.95808
131.12503217074192,15.506086703081381,9104.344935398756,58.37459
